week_start,store_id,product_id,opening_stock_units,receipts_units,closing_stock_units,in_stock_days,ranged_flag
2026-03-16,STR006,SKU0059,131,11,129,7,True
2026-03-23,STR006,SKU0059,129,11,132,7,True
2026-03-30,STR006,SKU0059,132,10,123,7,True
2026-04-06,STR006,SKU0059,123,10,122,7,True
2026-04-13,STR006,SKU0059,122,14,125,7,True
2026-04-20,STR006,SKU0059,125,9,125,7,True
2026-04-27,STR006,SKU0059,125,9,120,7,True
2026-05-04,STR006,SKU0059,120,13,119,7,True
2026-05-11,STR006,SKU0059,119,10,119,7,True
2026-05-18,STR006,SKU0059,119,10,109,7,True
2026-05-25,STR006,SKU0059,109,14,113,7,True
2026-06-01,STR006,SKU0059,113,12,103,7,True
2026-06-08,STR006,SKU0059,103,16,105,7,True
2026-06-15,STR006,SKU0059,105,19,110,7,True
2026-06-22,STR006,SKU0059,110,13,106,7,True
2026-06-29,STR006,SKU0059,106,14,112,7,True
2026-07-06,STR006,SKU0059,112,21,117,7,True
2026-07-13,STR006,SKU0059,117,18,121,7,True
2026-07-20,STR006,SKU0059,121,20,129,7,True
2026-07-27,STR006,SKU0059,129,21,131,7,True
2026-08-03,STR006,SKU0059,131,16,132,7,True
2025-05-26,STR006,SKU0060,26,18,32,7,True
2025-06-02,STR006,SKU0060,32,13,32,7,True
2025-06-09,STR006,SKU0060,32,12,27,7,True
2025-06-16,STR006,SKU0060,27,12,20,7,True
2025-06-23,STR006,SKU0060,20,16,15,7,True
2025-06-30,STR006,SKU0060,15,12,13,7,True
2025-07-07,STR006,SKU0060,13,12,16,7,True
2025-07-14,STR006,SKU0060,16,16,19,7,True
2025-07-21,STR006,SKU0060,19,17,21,7,True
2025-07-28,STR006,SKU0060,21,13,19,7,True
2025-08-04,STR006,SKU0060,19,15,13,7,True
2025-08-11,STR006,SKU0060,13,14,15,7,True
2025-08-18,STR006,SKU0060,15,17,19,7,True
2025-08-25,STR006,SKU0060,19,15,20,7,True
2025-09-01,STR006,SKU0060,20,18,14,7,True
2025-09-08,STR006,SKU0060,14,20,16,7,True
2025-09-15,STR006,SKU0060,16,14,19,7,True
2025-09-22,STR006,SKU0060,19,17,23,7,True
2025-09-29,STR006,SKU0060,23,13,10,7,True
2025-10-06,STR006,SKU0060,10,11,10,7,True
2025-10-13,STR006,SKU0060,10,16,16,7,True
2025-10-20,STR006,SKU0060,16,18,20,7,True
2025-10-27,STR006,SKU0060,20,17,26,7,True
2025-11-03,STR006,SKU0060,26,13,18,7,True
2025-11-10,STR006,SKU0060,18,12,8,7,True
2025-11-17,STR006,SKU0060,8,17,13,7,True
2025-11-24,STR006,SKU0060,13,13,14,7,True
2025-12-01,STR006,SKU0060,14,15,18,7,True
2025-12-08,STR006,SKU0060,18,17,25,7,True
2025-12-15,STR006,SKU0060,25,14,14,7,True
2025-12-22,STR006,SKU0060,14,15,12,7,True
2025-12-29,STR006,SKU0060,12,16,19,7,True
2026-01-05,STR006,SKU0060,19,18,27,7,True
2026-01-12,STR006,SKU0060,27,17,31,7,True
2026-01-19,STR006,SKU0060,31,21,29,7,True
2026-01-26,STR006,SKU0060,29,22,30,7,True
2026-02-02,STR006,SKU0060,30,18,31,7,True
2026-02-09,STR006,SKU0060,31,14,30,7,True
2026-02-16,STR006,SKU0060,30,16,35,7,True
2026-02-23,STR006,SKU0060,35,13,33,7,True
2026-03-02,STR006,SKU0060,33,18,35,7,True
2026-03-09,STR006,SKU0060,35,18,40,7,True
2026-03-16,STR006,SKU0060,40,14,45,7,True
2026-03-23,STR006,SKU0060,45,16,50,7,True
2026-03-30,STR006,SKU0060,50,19,56,7,True
2026-04-06,STR006,SKU0060,56,14,56,7,True
2026-04-13,STR006,SKU0060,56,15,51,7,True
2026-04-20,STR006,SKU0060,51,17,53,7,True
2026-04-27,STR006,SKU0060,53,14,54,7,True
2026-05-04,STR006,SKU0060,54,18,52,7,True
2026-05-11,STR006,SKU0060,52,18,56,7,True
2026-05-18,STR006,SKU0060,56,19,61,7,True
2026-05-25,STR006,SKU0060,61,19,70,7,True
2026-06-01,STR006,SKU0060,70,19,75,7,True
2026-06-08,STR006,SKU0060,75,15,81,7,True
2026-06-15,STR006,SKU0060,81,13,88,7,True
2026-06-22,STR006,SKU0060,88,15,92,7,True
2026-06-29,STR006,SKU0060,92,13,90,7,True
2026-07-06,STR006,SKU0060,90,14,92,7,True
2026-07-13,STR006,SKU0060,92,14,90,7,True
2026-07-20,STR006,SKU0060,90,19,97,7,True
2026-07-27,STR006,SKU0060,97,15,98,7,True
2026-08-03,STR006,SKU0060,98,15,96,7,True
2025-06-16,STR006,SKU0061,21,6,25,7,True
2025-06-23,STR006,SKU0061,25,8,27,7,True
2025-06-30,STR006,SKU0061,27,6,31,7,True
2025-07-07,STR006,SKU0061,31,7,29,7,True
2025-07-14,STR006,SKU0061,29,7,27,7,True
2025-07-21,STR006,SKU0061,27,8,29,7,True
2025-07-28,STR006,SKU0061,29,9,27,7,True
2025-08-04,STR006,SKU0061,27,6,26,7,True
2025-08-11,STR006,SKU0061,26,10,30,7,True
2025-08-18,STR006,SKU0061,30,9,31,7,True
2025-08-25,STR006,SKU0061,31,7,32,7,True
2025-09-01,STR006,SKU0061,32,6,27,7,True
2025-09-08,STR006,SKU0061,27,8,29,7,True
2025-09-15,STR006,SKU0061,29,9,28,7,True
2025-09-22,STR006,SKU0061,28,7,27,7,True
2025-09-29,STR006,SKU0061,27,8,25,7,True
2025-10-06,STR006,SKU0061,25,7,26,7,True
2025-10-13,STR006,SKU0061,26,7,23,7,True
2025-10-20,STR006,SKU0061,23,8,20,7,True
2025-10-27,STR006,SKU0061,20,9,23,7,True
2025-11-03,STR006,SKU0061,23,6,21,7,True
2025-11-10,STR006,SKU0061,21,7,19,7,True
2025-11-17,STR006,SKU0061,19,7,19,7,True
2025-11-24,STR006,SKU0061,19,7,12,7,True
2025-12-01,STR006,SKU0061,12,9,10,7,True
2025-12-08,STR006,SKU0061,10,10,11,7,True
2025-12-15,STR006,SKU0061,11,8,15,7,True
2025-12-22,STR006,SKU0061,15,9,17,7,True
2025-12-29,STR006,SKU0061,17,9,18,7,True
2026-01-05,STR006,SKU0061,18,9,22,7,True
2026-01-12,STR006,SKU0061,22,10,24,7,True
2026-01-19,STR006,SKU0061,24,7,23,7,True
2026-01-26,STR006,SKU0061,23,10,25,7,True
2026-02-02,STR006,SKU0061,25,8,26,7,True
2026-02-09,STR006,SKU0061,26,8,30,7,True
2026-02-16,STR006,SKU0061,30,9,32,7,True
2026-02-23,STR006,SKU0061,32,8,29,7,True
2026-03-02,STR006,SKU0061,29,9,31,7,True
2026-03-09,STR006,SKU0061,31,10,33,7,True
2026-03-16,STR006,SKU0061,33,7,29,7,True
2026-03-23,STR006,SKU0061,29,8,29,7,True
2026-03-30,STR006,SKU0061,29,7,31,7,True
2026-04-06,STR006,SKU0061,31,8,33,7,True
2026-04-13,STR006,SKU0061,33,8,32,7,True
2026-04-20,STR006,SKU0061,32,8,31,7,True
2026-04-27,STR006,SKU0061,31,6,21,7,True
2026-05-04,STR006,SKU0061,21,10,26,7,True
2026-05-11,STR006,SKU0061,26,9,30,7,True
2026-05-18,STR006,SKU0061,30,7,28,7,True
2026-05-25,STR006,SKU0061,28,10,32,7,True
2026-06-01,STR006,SKU0061,32,7,29,7,True
2026-06-08,STR006,SKU0061,29,9,31,7,True
2026-06-15,STR006,SKU0061,31,9,26,7,True
2026-06-22,STR006,SKU0061,26,9,30,7,True
2026-06-29,STR006,SKU0061,30,8,30,7,True
2026-07-06,STR006,SKU0061,30,8,30,7,True
2026-07-13,STR006,SKU0061,30,10,34,7,True
2026-07-20,STR006,SKU0061,34,9,35,7,True
2026-07-27,STR006,SKU0061,35,6,37,7,True
2026-08-03,STR006,SKU0061,37,7,40,7,True
2025-05-26,STR006,SKU0062,22,18,26,7,True
2025-06-02,STR006,SKU0062,26,13,25,7,True
2025-06-09,STR006,SKU0062,25,14,21,7,True
2025-06-16,STR006,SKU0062,21,16,25,7,True
2025-06-23,STR006,SKU0062,25,19,21,7,True
2025-06-30,STR006,SKU0062,21,16,25,7,True
2025-07-07,STR006,SKU0062,25,15,30,7,True
2025-07-14,STR006,SKU0062,30,19,38,7,True
2025-07-21,STR006,SKU0062,38,18,40,7,True
2025-07-28,STR006,SKU0062,40,15,45,7,True
2025-08-04,STR006,SKU0062,45,13,38,7,True
2025-08-11,STR006,SKU0062,38,19,46,7,True
2025-08-18,STR006,SKU0062,46,14,48,7,True
2025-08-25,STR006,SKU0062,48,20,55,7,True
2025-09-01,STR006,SKU0062,55,18,56,7,True
2025-09-08,STR006,SKU0062,56,20,66,7,True
2025-09-15,STR006,SKU0062,66,17,63,7,True
2025-09-22,STR006,SKU0062,63,17,67,7,True
2025-09-29,STR006,SKU0062,67,15,73,7,True
2025-10-06,STR006,SKU0062,73,13,69,7,True
2025-10-13,STR006,SKU0062,69,15,69,7,True
2025-10-20,STR006,SKU0062,69,14,70,7,True
2025-10-27,STR006,SKU0062,70,14,67,7,True
2025-11-03,STR006,SKU0062,67,15,73,7,True
2025-11-10,STR006,SKU0062,73,19,78,7,True
2025-11-17,STR006,SKU0062,78,18,72,7,True
2025-11-24,STR006,SKU0062,72,16,74,7,True
2025-12-01,STR006,SKU0062,74,14,72,7,True
2025-12-08,STR006,SKU0062,72,14,68,7,True
2025-12-15,STR006,SKU0062,68,17,65,7,True
2025-12-22,STR006,SKU0062,65,20,74,7,True
2025-12-29,STR006,SKU0062,74,17,77,7,True
2026-01-05,STR006,SKU0062,77,20,77,7,True
2026-01-12,STR006,SKU0062,77,19,75,7,True
2026-01-19,STR006,SKU0062,75,13,73,7,True
2026-01-26,STR006,SKU0062,73,14,72,7,True
2026-02-02,STR006,SKU0062,72,17,74,7,True
2026-02-09,STR006,SKU0062,74,17,74,7,True
2026-02-16,STR006,SKU0062,74,19,69,7,True
2026-02-23,STR006,SKU0062,69,22,71,7,True
2026-03-02,STR006,SKU0062,71,21,72,7,True
2026-03-09,STR006,SKU0062,72,22,72,7,True
2026-03-16,STR006,SKU0062,72,16,77,7,True
2026-03-23,STR006,SKU0062,77,17,78,7,True
2026-03-30,STR006,SKU0062,78,20,81,7,True
2026-04-06,STR006,SKU0062,81,14,76,7,True
2026-04-13,STR006,SKU0062,76,16,74,7,True
2026-04-20,STR006,SKU0062,74,18,78,7,True
2026-04-27,STR006,SKU0062,78,19,80,7,True
2026-05-04,STR006,SKU0062,80,19,78,7,True
2026-05-11,STR006,SKU0062,78,14,76,7,True
2026-05-18,STR006,SKU0062,76,19,77,7,True
2026-05-25,STR006,SKU0062,77,19,84,7,True
2026-06-01,STR006,SKU0062,84,22,84,7,True
2026-06-08,STR006,SKU0062,84,20,87,7,True
2026-06-15,STR006,SKU0062,87,16,80,7,True
2026-06-22,STR006,SKU0062,80,14,75,7,True
2026-06-29,STR006,SKU0062,75,17,78,7,True
2026-07-06,STR006,SKU0062,78,16,76,7,True
2026-07-13,STR006,SKU0062,76,19,74,7,True
2026-07-20,STR006,SKU0062,74,15,74,7,True
2026-07-27,STR006,SKU0062,74,14,76,7,True
2026-08-03,STR006,SKU0062,76,20,83,7,True
2025-03-03,STR006,SKU0063,30,12,28,7,True
2025-03-10,STR006,SKU0063,28,16,27,7,True
2025-03-17,STR006,SKU0063,27,20,23,7,True
2025-03-24,STR006,SKU0063,23,16,26,7,True
2025-03-31,STR006,SKU0063,26,20,33,7,True
2025-04-07,STR006,SKU0063,33,13,32,7,True
2025-04-14,STR006,SKU0063,32,16,35,7,True
2025-04-21,STR006,SKU0063,35,19,39,7,True
2025-04-28,STR006,SKU0063,39,17,38,7,True
2025-05-05,STR006,SKU0063,38,18,39,7,True
2025-05-12,STR006,SKU0063,39,21,49,7,True
2025-05-19,STR006,SKU0063,49,21,55,7,True
2025-05-26,STR006,SKU0063,55,14,58,7,True
2025-06-02,STR006,SKU0063,58,21,59,7,True
2025-06-09,STR006,SKU0063,59,24,61,7,True
2025-06-16,STR006,SKU0063,61,18,57,7,True
2025-06-23,STR006,SKU0063,57,21,54,7,True
2025-06-30,STR006,SKU0063,54,22,63,7,True
2025-07-07,STR006,SKU0063,63,27,72,7,True
2025-07-14,STR006,SKU0063,72,21,82,7,True
2025-07-21,STR006,SKU0063,82,17,74,7,True
2025-07-28,STR006,SKU0063,74,19,78,7,True
2025-08-04,STR006,SKU0063,78,16,74,7,True
2025-08-11,STR006,SKU0063,74,23,83,7,True
2025-08-18,STR006,SKU0063,83,17,82,7,True
2025-08-25,STR006,SKU0063,82,22,82,7,True
2025-09-01,STR006,SKU0063,82,21,85,7,True
2025-09-08,STR006,SKU0063,85,21,94,7,True
2025-09-15,STR006,SKU0063,94,15,90,7,True
2025-09-22,STR006,SKU0063,90,14,85,7,True
2025-09-29,STR006,SKU0063,85,14,82,7,True
2025-10-06,STR006,SKU0063,82,15,81,7,True
2025-10-13,STR006,SKU0063,81,14,69,7,True
2025-10-20,STR006,SKU0063,69,18,74,7,True
2025-10-27,STR006,SKU0063,74,17,77,7,True
2025-11-03,STR006,SKU0063,77,14,78,7,True
2025-11-10,STR006,SKU0063,78,22,80,7,True
2025-11-17,STR006,SKU0063,80,17,75,7,True
2025-11-24,STR006,SKU0063,75,19,78,7,True
2025-12-01,STR006,SKU0063,78,21,86,7,True
2025-12-08,STR006,SKU0063,86,14,82,7,True
2025-12-15,STR006,SKU0063,82,17,85,7,True
2025-12-22,STR006,SKU0063,85,14,87,7,True
2025-12-29,STR006,SKU0063,87,18,91,7,True
2026-01-05,STR006,SKU0063,91,18,91,7,True
2026-01-12,STR006,SKU0063,91,13,87,7,True
2026-01-19,STR006,SKU0063,87,20,91,7,True
2026-01-26,STR006,SKU0063,91,14,92,7,True
2026-02-02,STR006,SKU0063,92,15,94,7,True
2026-02-09,STR006,SKU0063,94,17,89,7,True
2026-02-16,STR006,SKU0063,89,17,89,7,True
2026-02-23,STR006,SKU0063,89,15,93,7,True
2026-03-02,STR006,SKU0063,93,19,102,7,True
2026-03-09,STR006,SKU0063,102,19,106,7,True
2026-03-16,STR006,SKU0063,106,14,103,7,True
2026-03-23,STR006,SKU0063,103,14,103,7,True
2026-03-30,STR006,SKU0063,103,22,114,7,True
2026-04-06,STR006,SKU0063,114,18,120,7,True
2026-04-13,STR006,SKU0063,120,22,120,7,True
2026-04-20,STR006,SKU0063,120,22,124,7,True
2026-04-27,STR006,SKU0063,124,16,124,7,True
2026-05-04,STR006,SKU0063,124,22,127,7,True
2026-05-11,STR006,SKU0063,127,22,129,7,True
2026-05-18,STR006,SKU0063,129,19,131,7,True
2026-05-25,STR006,SKU0063,131,15,130,7,True
2026-06-01,STR006,SKU0063,130,23,128,7,True
2026-06-08,STR006,SKU0063,128,20,125,7,True
2026-06-15,STR006,SKU0063,125,21,122,7,True
2026-06-22,STR006,SKU0063,122,24,119,7,True
2026-06-29,STR006,SKU0063,119,19,129,7,True
2026-07-06,STR006,SKU0063,129,21,123,7,True
2026-07-13,STR006,SKU0063,123,19,122,7,True
2026-07-20,STR006,SKU0063,122,25,131,7,True
2026-07-27,STR006,SKU0063,131,24,141,7,True
2026-08-03,STR006,SKU0063,141,16,128,7,True
2025-05-12,STR006,SKU0064,17,13,20,7,True
2025-05-19,STR006,SKU0064,20,17,20,7,True
2025-05-26,STR006,SKU0064,20,18,16,7,True
2025-06-02,STR006,SKU0064,16,14,18,7,True
2025-06-09,STR006,SKU0064,18,13,16,7,True
2025-06-16,STR006,SKU0064,16,16,16,7,True
2025-06-23,STR006,SKU0064,16,17,18,7,True
2025-06-30,STR006,SKU0064,18,13,18,7,True
2025-07-07,STR006,SKU0064,18,18,20,7,True
2025-07-14,STR006,SKU0064,20,14,19,7,True
2025-07-21,STR006,SKU0064,19,11,17,7,True
2025-07-28,STR006,SKU0064,17,19,22,7,True
2025-08-04,STR006,SKU0064,22,15,26,7,True
2025-08-11,STR006,SKU0064,26,19,35,7,True
2025-08-18,STR006,SKU0064,35,13,35,7,True
2025-08-25,STR006,SKU0064,35,15,39,7,True
2025-09-01,STR006,SKU0064,39,14,39,7,True
2025-09-08,STR006,SKU0064,39,17,40,7,True
2025-09-15,STR006,SKU0064,40,17,45,7,True
2025-09-22,STR006,SKU0064,45,17,46,7,True
2025-09-29,STR006,SKU0064,46,18,44,7,True
2025-10-06,STR006,SKU0064,44,14,46,7,True
2025-10-13,STR006,SKU0064,46,19,45,7,True
2025-10-20,STR006,SKU0064,45,18,46,7,True
2025-10-27,STR006,SKU0064,46,16,49,7,True
2025-11-03,STR006,SKU0064,49,13,50,7,True
2025-11-10,STR006,SKU0064,50,14,47,7,True
2025-11-17,STR006,SKU0064,47,12,46,7,True
2025-11-24,STR006,SKU0064,46,19,55,7,True
2025-12-01,STR006,SKU0064,55,23,61,7,True
2025-12-08,STR006,SKU0064,61,16,52,7,True
2025-12-15,STR006,SKU0064,52,22,51,7,True
2025-12-22,STR006,SKU0064,51,20,49,7,True
2025-12-29,STR006,SKU0064,49,18,51,7,True
2026-01-05,STR006,SKU0064,51,24,58,7,True
2026-01-12,STR006,SKU0064,58,18,58,7,True
2026-01-19,STR006,SKU0064,58,24,66,7,True
2026-01-26,STR006,SKU0064,66,19,69,7,True
2026-02-02,STR006,SKU0064,69,22,61,7,True
2026-02-09,STR006,SKU0064,61,25,72,7,True
2026-02-16,STR006,SKU0064,72,14,63,7,True
2026-02-23,STR006,SKU0064,63,22,70,7,True
2026-03-02,STR006,SKU0064,70,20,66,7,True
2026-03-09,STR006,SKU0064,66,17,68,7,True
2026-03-16,STR006,SKU0064,68,16,66,7,True
2026-03-23,STR006,SKU0064,66,13,62,7,True
2026-03-30,STR006,SKU0064,62,18,61,7,True
2026-04-06,STR006,SKU0064,61,12,51,7,True
2026-04-13,STR006,SKU0064,51,15,49,7,True
2026-04-20,STR006,SKU0064,49,14,51,7,True
2026-04-27,STR006,SKU0064,51,18,56,7,True
2026-05-04,STR006,SKU0064,56,16,55,7,True
2026-05-11,STR006,SKU0064,55,16,53,7,True
2026-05-18,STR006,SKU0064,53,16,54,7,True
2026-05-25,STR006,SKU0064,54,20,56,7,True
2026-06-01,STR006,SKU0064,56,17,56,7,True
2026-06-08,STR006,SKU0064,56,18,55,7,True
2026-06-15,STR006,SKU0064,55,16,52,7,True
2026-06-22,STR006,SKU0064,52,15,55,7,True
2026-06-29,STR006,SKU0064,55,16,55,7,True
2026-07-06,STR006,SKU0064,55,15,52,7,True
2026-07-13,STR006,SKU0064,52,14,50,7,True
2026-07-20,STR006,SKU0064,50,14,51,7,True
2026-07-27,STR006,SKU0064,51,13,47,7,True
2026-08-03,STR006,SKU0064,47,17,48,7,True
2025-03-03,STR006,SKU0065,27,16,27,7,True
2025-03-10,STR006,SKU0065,27,16,25,7,True
2025-03-17,STR006,SKU0065,25,13,17,7,True
2025-03-24,STR006,SKU0065,17,15,18,7,True
2025-03-31,STR006,SKU0065,18,19,30,7,True
2025-04-07,STR006,SKU0065,30,14,31,7,True
2025-04-14,STR006,SKU0065,31,15,29,7,True
2025-04-21,STR006,SKU0065,29,14,30,7,True
2025-04-28,STR006,SKU0065,30,17,35,7,True
2025-05-05,STR006,SKU0065,35,16,32,7,True
2025-05-12,STR006,SKU0065,32,18,36,7,True
2025-05-19,STR006,SKU0065,36,12,35,7,True
2025-05-26,STR006,SKU0065,35,19,42,7,True
2025-06-02,STR006,SKU0065,42,18,48,7,True
2025-06-09,STR006,SKU0065,48,13,48,7,True
2025-06-16,STR006,SKU0065,48,17,51,7,True
2025-06-23,STR006,SKU0065,51,12,47,7,True
2025-06-30,STR006,SKU0065,47,15,37,7,True
2025-07-07,STR006,SKU0065,37,20,41,7,True
2025-07-14,STR006,SKU0065,41,15,43,7,True
2025-07-21,STR006,SKU0065,43,20,48,7,True
2025-07-28,STR006,SKU0065,48,17,52,7,True
2025-08-04,STR006,SKU0065,52,15,55,7,True
2025-08-11,STR006,SKU0065,55,19,62,7,True
2025-08-18,STR006,SKU0065,62,14,62,7,True
2025-08-25,STR006,SKU0065,62,16,62,7,True
2025-09-01,STR006,SKU0065,62,14,60,7,True
2025-09-08,STR006,SKU0065,60,14,63,7,True
2025-09-15,STR006,SKU0065,63,13,54,7,True
2025-09-22,STR006,SKU0065,54,16,56,7,True
2025-09-29,STR006,SKU0065,56,17,56,7,True
2025-10-06,STR006,SKU0065,56,19,69,7,True
2025-10-13,STR006,SKU0065,69,18,74,7,True
2025-10-20,STR006,SKU0065,74,19,81,7,True
2025-10-27,STR006,SKU0065,81,16,77,7,True
2025-11-03,STR006,SKU0065,77,17,78,7,True
2025-11-10,STR006,SKU0065,78,16,86,7,True
2025-11-17,STR006,SKU0065,86,16,89,7,True
2025-11-24,STR006,SKU0065,89,16,90,7,True
2025-12-01,STR006,SKU0065,90,15,91,7,True
2025-12-08,STR006,SKU0065,91,14,90,7,True
2025-12-15,STR006,SKU0065,90,14,86,7,True
2025-12-22,STR006,SKU0065,86,21,90,7,True
2025-12-29,STR006,SKU0065,90,18,90,7,True
2026-01-05,STR006,SKU0065,90,21,96,7,True
2026-01-12,STR006,SKU0065,96,19,99,7,True
2026-01-19,STR006,SKU0065,99,16,98,7,True
2026-01-26,STR006,SKU0065,98,19,99,7,True
2026-02-02,STR006,SKU0065,99,14,101,7,True
2026-02-09,STR006,SKU0065,101,13,92,7,True
2026-02-16,STR006,SKU0065,92,18,97,7,True
2026-02-23,STR006,SKU0065,97,13,91,7,True
2026-03-02,STR006,SKU0065,91,21,90,7,True
2026-03-09,STR006,SKU0065,90,18,88,7,True
2026-03-16,STR006,SKU0065,88,18,88,7,True
2026-03-23,STR006,SKU0065,88,15,90,7,True
2026-03-30,STR006,SKU0065,90,16,89,7,True
2026-04-06,STR006,SKU0065,89,20,93,7,True
2026-04-13,STR006,SKU0065,93,15,100,7,True
2026-04-20,STR006,SKU0065,100,20,100,7,True
2026-04-27,STR006,SKU0065,100,19,104,7,True
2026-05-04,STR006,SKU0065,104,17,102,7,True
2026-05-11,STR006,SKU0065,102,18,104,7,True
2026-05-18,STR006,SKU0065,104,33,122,7,True
2026-05-25,STR006,SKU0065,122,26,135,7,True
2026-06-01,STR006,SKU0065,135,25,144,7,True
2026-06-08,STR006,SKU0065,144,23,150,7,True
2026-06-15,STR006,SKU0065,150,22,156,7,True
2026-06-22,STR006,SKU0065,156,34,176,7,True
2026-06-29,STR006,SKU0065,176,20,183,7,True
2026-07-06,STR006,SKU0065,183,56,214,7,True
2026-07-13,STR006,SKU0065,214,60,247,7,True
2026-07-20,STR006,SKU0065,247,28,254,7,True
2026-07-27,STR006,SKU0065,254,28,263,7,True
2026-08-03,STR006,SKU0065,263,33,285,7,True
2025-03-03,STR006,SKU0066,24,16,21,7,True
2025-03-10,STR006,SKU0066,21,19,18,7,True
2025-03-17,STR006,SKU0066,18,16,20,7,True
2025-03-24,STR006,SKU0066,20,21,22,7,True
2025-03-31,STR006,SKU0066,22,19,26,7,True
2025-04-07,STR006,SKU0066,26,14,24,7,True
2025-04-14,STR006,SKU0066,24,18,25,7,True
2025-04-21,STR006,SKU0066,25,17,19,7,True
2025-04-28,STR006,SKU0066,19,19,18,7,True
2025-05-05,STR006,SKU0066,18,16,7,7,True
2025-05-12,STR006,SKU0066,7,20,11,7,True
2025-05-19,STR006,SKU0066,11,17,3,7,True
2025-05-26,STR006,SKU0066,3,18,5,7,True
2025-06-02,STR006,SKU0066,5,29,11,7,True
2025-06-09,STR006,SKU0066,11,22,12,7,True
2025-06-16,STR006,SKU0066,12,21,18,7,True
2025-06-23,STR006,SKU0066,18,23,13,7,True
2025-06-30,STR006,SKU0066,13,23,12,7,True
2025-07-07,STR006,SKU0066,12,23,16,7,True
2025-07-14,STR006,SKU0066,16,22,20,7,True
2025-07-21,STR006,SKU0066,20,28,26,7,True
2025-07-28,STR006,SKU0066,26,28,31,7,True
2025-08-04,STR006,SKU0066,31,27,42,7,True
2025-08-11,STR006,SKU0066,42,17,36,7,True
2025-08-18,STR006,SKU0066,36,28,55,7,True
2025-08-25,STR006,SKU0066,55,21,52,7,True
2025-09-01,STR006,SKU0066,52,19,57,7,True
2025-09-08,STR006,SKU0066,57,16,59,7,True
2025-09-15,STR006,SKU0066,59,15,56,7,True
2025-09-22,STR006,SKU0066,56,23,63,7,True
2025-09-29,STR006,SKU0066,63,16,63,7,True
2025-10-06,STR006,SKU0066,63,16,64,7,True
2025-10-13,STR006,SKU0066,64,22,76,7,True
2025-10-20,STR006,SKU0066,76,23,79,7,True
2025-10-27,STR006,SKU0066,79,23,80,7,True
2025-11-03,STR006,SKU0066,80,15,74,7,True
2025-11-10,STR006,SKU0066,74,21,85,7,True
2025-11-17,STR006,SKU0066,85,20,82,7,True
2025-11-24,STR006,SKU0066,82,16,77,7,True
2025-12-01,STR006,SKU0066,77,23,79,7,True
2025-12-08,STR006,SKU0066,79,16,77,7,True
2025-12-15,STR006,SKU0066,77,23,87,7,True
2025-12-22,STR006,SKU0066,87,20,84,7,True
2025-12-29,STR006,SKU0066,84,20,88,7,True
2026-01-05,STR006,SKU0066,88,18,85,7,True
2026-01-12,STR006,SKU0066,85,23,94,7,True
2026-01-19,STR006,SKU0066,94,23,102,7,True
2026-01-26,STR006,SKU0066,102,19,106,7,True
2026-02-02,STR006,SKU0066,106,22,108,7,True
2026-02-09,STR006,SKU0066,108,16,109,7,True
2026-02-16,STR006,SKU0066,109,18,117,7,True
2026-02-23,STR006,SKU0066,117,20,121,7,True
2026-03-02,STR006,SKU0066,121,16,120,7,True
2026-03-09,STR006,SKU0066,120,22,124,7,True
2026-03-16,STR006,SKU0066,124,19,127,7,True
2026-03-23,STR006,SKU0066,127,15,130,7,True
2026-03-30,STR006,SKU0066,130,21,140,7,True
2026-04-06,STR006,SKU0066,140,18,144,7,True
2026-04-13,STR006,SKU0066,144,24,146,7,True
2026-04-20,STR006,SKU0066,146,19,144,7,True
2026-04-27,STR006,SKU0066,144,23,150,7,True
2026-05-04,STR006,SKU0066,150,20,155,7,True
2026-05-11,STR006,SKU0066,155,22,161,7,True
2026-05-18,STR006,SKU0066,161,23,171,7,True
2026-05-25,STR006,SKU0066,171,19,172,7,True
2026-06-01,STR006,SKU0066,172,26,175,7,True
2026-06-08,STR006,SKU0066,175,20,170,7,True
2026-06-15,STR006,SKU0066,170,20,172,7,True
2026-06-22,STR006,SKU0066,172,22,164,7,True
2026-06-29,STR006,SKU0066,164,26,161,7,True
2026-07-06,STR006,SKU0066,161,21,145,7,True
2026-07-13,STR006,SKU0066,145,25,144,7,True
2026-07-20,STR006,SKU0066,144,29,145,7,True
2026-07-27,STR006,SKU0066,145,30,154,7,True
2026-08-03,STR006,SKU0066,154,19,147,7,True
2025-05-19,STR006,SKU0067,27,9,29,7,True
2025-05-26,STR006,SKU0067,29,10,26,7,True
2025-06-02,STR006,SKU0067,26,8,31,7,True
2025-06-09,STR006,SKU0067,31,8,26,7,True
2025-06-16,STR006,SKU0067,26,10,28,7,True
2025-06-23,STR006,SKU0067,28,8,23,7,True
2025-06-30,STR006,SKU0067,23,11,27,7,True
2025-07-07,STR006,SKU0067,27,11,32,7,True
2025-07-14,STR006,SKU0067,32,11,36,7,True
2025-07-21,STR006,SKU0067,36,9,35,7,True
2025-07-28,STR006,SKU0067,35,10,39,7,True
2025-08-04,STR006,SKU0067,39,10,37,7,True
2025-08-11,STR006,SKU0067,37,11,45,7,True
2025-08-18,STR006,SKU0067,45,12,52,7,True
2025-08-25,STR006,SKU0067,52,12,57,7,True
2025-09-01,STR006,SKU0067,57,9,58,7,True
2025-09-08,STR006,SKU0067,58,9,57,7,True
2025-09-15,STR006,SKU0067,57,11,58,7,True
2025-09-22,STR006,SKU0067,58,12,64,7,True
