delivery_event_id,po_line_id,purchase_order_id,supplier_id,product_id,destination_store_id,order_date,expected_delivery_date,actual_delivery_date,ordered_units,received_units,line_status
DEV0000548,POL000475,PO00095,SUP001,SKU0081,STR014,2025-05-23,2025-06-02,2025-06-02,80,80,Complete
DEV0000549,POL000476,PO00096,SUP007,SKU0084,STR021,2025-05-23,2025-06-02,2025-05-31,99,99,Complete
DEV0000550,POL000477,PO00096,SUP006,SKU0087,STR004,2025-05-23,2025-06-02,2025-06-01,32,32,Complete
DEV0000551,POL000478,PO00096,SUP012,SKU0090,STR011,2025-05-23,2025-06-02,2025-06-02,32,23,Partially Received
DEV0000552,POL000479,PO00096,SUP011,SKU0093,STR018,2025-05-23,2025-06-02,2025-05-30,110,56,Complete
DEV0000553,POL000479,PO00096,SUP011,SKU0093,STR018,2025-05-23,2025-06-02,2025-05-31,110,54,Complete
DEV0000554,POL000480,PO00096,SUP005,SKU0096,STR001,2025-05-23,2025-06-02,2025-06-02,72,72,Complete
DEV0000555,POL000481,PO00097,SUP012,SKU0002,STR008,2025-05-30,2025-06-09,2025-06-08,116,116,Complete
DEV0000556,POL000482,PO00097,SUP006,SKU0005,STR015,2025-05-30,2025-06-09,2025-06-07,138,138,Complete
DEV0000557,POL000483,PO00097,SUP005,SKU0008,STR022,2025-05-30,2025-06-09,2025-06-07,132,132,Complete
DEV0000558,POL000484,PO00097,SUP011,SKU0011,STR005,2025-05-30,2025-06-09,2025-06-08,74,64,Partially Received
DEV0000559,POL000485,PO00097,SUP005,SKU0014,STR012,2025-05-30,2025-06-09,2025-06-08,113,113,Complete
DEV0000560,POL000486,PO00098,SUP004,SKU0017,STR019,2025-05-30,2025-06-09,2025-06-09,55,55,Complete
DEV0000561,POL000487,PO00098,SUP010,SKU0020,STR002,2025-05-30,2025-06-09,2025-06-07,132,111,Partially Received
DEV0000562,POL000488,PO00098,SUP009,SKU0023,STR009,2025-05-30,2025-06-09,2025-06-07,38,38,Complete
DEV0000563,POL000489,PO00098,SUP003,SKU0026,STR016,2025-05-30,2025-06-09,2025-06-09,46,46,Complete
DEV0000564,POL000490,PO00098,SUP002,SKU0029,STR023,2025-05-30,2025-06-09,2025-06-08,86,86,Complete
DEV0000565,POL000491,PO00099,SUP008,SKU0032,STR006,2025-05-30,2025-06-09,2025-06-09,130,130,Complete
DEV0000566,POL000492,PO00099,SUP002,SKU0035,STR013,2025-05-30,2025-06-09,2025-06-13,72,72,Complete
DEV0000567,POL000493,PO00099,SUP001,SKU0038,STR020,2025-05-30,2025-06-09,2025-06-07,111,111,Complete
DEV0000568,POL000494,PO00099,SUP007,SKU0041,STR003,2025-05-30,2025-06-09,2025-06-07,105,105,Complete
DEV0000569,POL000495,PO00099,SUP006,SKU0044,STR010,2025-05-30,2025-06-09,2025-06-09,111,111,Complete
DEV0000570,POL000496,PO00100,SUP012,SKU0047,STR017,2025-05-30,2025-06-09,2025-06-13,69,69,Complete
DEV0000571,POL000497,PO00100,SUP011,SKU0050,STR024,2025-05-30,2025-06-09,2025-06-08,69,46,Complete
DEV0000572,POL000497,PO00100,SUP011,SKU0050,STR024,2025-05-30,2025-06-09,2025-06-09,69,23,Complete
DEV0000573,POL000498,PO00100,SUP005,SKU0053,STR007,2025-05-30,2025-06-09,2025-06-07,126,126,Complete
DEV0000574,POL000499,PO00100,SUP011,SKU0056,STR014,2025-05-30,2025-06-09,2025-06-07,50,50,Complete
DEV0000575,POL000500,PO00100,SUP010,SKU0059,STR021,2025-05-30,2025-06-09,2025-06-08,32,32,Complete
DEV0000576,POL000501,PO00101,SUP004,SKU0062,STR004,2025-05-30,2025-06-09,2025-06-14,85,85,Complete
DEV0000577,POL000502,PO00101,SUP003,SKU0065,STR011,2025-05-30,2025-06-09,2025-06-07,129,129,Complete
DEV0000578,POL000503,PO00101,SUP009,SKU0068,STR018,2025-05-30,2025-06-09,2025-06-09,96,96,Complete
DEV0000579,POL000504,PO00101,SUP008,SKU0071,STR001,2025-05-30,2025-06-09,2025-06-07,42,32,Partially Received
DEV0000580,POL000505,PO00101,SUP002,SKU0074,STR008,2025-05-30,2025-06-09,2025-06-11,64,64,Complete
DEV0000581,POL000506,PO00102,SUP008,SKU0077,STR015,2025-05-30,2025-06-09,2025-06-09,94,94,Complete
DEV0000582,POL000507,PO00102,SUP007,SKU0080,STR022,2025-05-30,2025-06-09,2025-06-06,85,53,Complete
DEV0000583,POL000507,PO00102,SUP007,SKU0080,STR022,2025-05-30,2025-06-09,2025-06-07,85,32,Complete
DEV0000584,POL000508,PO00102,SUP001,SKU0083,STR005,2025-05-30,2025-06-09,2025-06-08,48,48,Complete
DEV0000585,POL000509,PO00102,SUP012,SKU0086,STR012,2025-05-30,2025-06-09,2025-06-08,95,95,Complete
DEV0000586,POL000510,PO00102,SUP006,SKU0089,STR019,2025-05-30,2025-06-09,2025-06-09,34,34,Complete
DEV0000587,POL000511,PO00103,SUP005,SKU0092,STR002,2025-05-30,2025-06-09,2025-06-09,138,138,Complete
DEV0000588,POL000512,PO00103,SUP011,SKU0095,STR009,2025-05-30,2025-06-09,2025-06-09,108,108,Complete
DEV0000589,POL000513,PO00103,SUP006,SKU0001,STR016,2025-06-06,2025-06-16,2025-06-16,134,134,Complete
DEV0000590,POL000514,PO00103,SUP012,SKU0004,STR023,2025-06-06,2025-06-16,2025-06-14,61,29,Complete
DEV0000591,POL000514,PO00103,SUP012,SKU0004,STR023,2025-06-06,2025-06-16,2025-06-15,61,32,Complete
DEV0000592,POL000515,PO00103,SUP006,SKU0007,STR006,2025-06-06,2025-06-16,2025-06-21,27,22,Partially Received
DEV0000593,POL000516,PO00104,SUP005,SKU0010,STR013,2025-06-06,2025-06-16,2025-06-16,113,113,Complete
DEV0000594,POL000517,PO00104,SUP011,SKU0013,STR020,2025-06-06,2025-06-16,2025-06-16,55,55,Complete
DEV0000595,POL000518,PO00104,SUP010,SKU0016,STR003,2025-06-06,2025-06-16,2025-06-15,62,39,Complete
DEV0000596,POL000518,PO00104,SUP010,SKU0016,STR003,2025-06-06,2025-06-16,2025-06-16,62,23,Complete
DEV0000597,POL000519,PO00104,SUP004,SKU0019,STR010,2025-06-06,2025-06-16,2025-06-16,54,54,Complete
DEV0000598,POL000520,PO00104,SUP003,SKU0022,STR017,2025-06-06,2025-06-16,2025-06-14,138,138,Complete
DEV0000599,POL000521,PO00105,SUP009,SKU0025,STR024,2025-06-06,2025-06-16,2025-06-15,93,53,Partially Received
DEV0000600,POL000521,PO00105,SUP009,SKU0025,STR024,2025-06-06,2025-06-16,2025-06-16,93,25,Partially Received
DEV0000601,POL000522,PO00105,SUP003,SKU0028,STR007,2025-06-06,2025-06-16,2025-06-16,138,138,Complete
DEV0000602,POL000523,PO00105,SUP002,SKU0031,STR014,2025-06-06,2025-06-16,2025-06-16,43,43,Complete
DEV0000603,POL000524,PO00105,SUP008,SKU0034,STR021,2025-06-06,2025-06-16,2025-06-15,72,72,Complete
DEV0000604,POL000525,PO00105,SUP007,SKU0037,STR004,2025-06-06,2025-06-16,2025-06-15,132,68,Complete
DEV0000605,POL000525,PO00105,SUP007,SKU0037,STR004,2025-06-06,2025-06-16,2025-06-16,132,64,Complete
DEV0000606,POL000526,PO00106,SUP001,SKU0040,STR011,2025-06-06,2025-06-16,2025-06-16,33,33,Complete
DEV0000607,POL000527,PO00106,SUP012,SKU0043,STR018,2025-06-06,2025-06-16,2025-06-20,126,126,Complete
DEV0000608,POL000528,PO00106,SUP006,SKU0046,STR001,2025-06-06,2025-06-16,2025-06-15,116,83,Complete
DEV0000609,POL000528,PO00106,SUP006,SKU0046,STR001,2025-06-06,2025-06-16,2025-06-16,116,33,Complete
DEV0000610,POL000529,PO00106,SUP012,SKU0049,STR008,2025-06-06,2025-06-16,2025-06-14,37,37,Complete
DEV0000611,POL000530,PO00106,SUP011,SKU0052,STR015,2025-06-06,2025-06-16,2025-06-14,135,135,Complete
DEV0000612,POL000531,PO00107,SUP005,SKU0055,STR022,2025-06-06,2025-06-16,2025-06-13,128,95,Complete
DEV0000613,POL000531,PO00107,SUP005,SKU0055,STR022,2025-06-06,2025-06-16,2025-06-14,128,33,Complete
DEV0000614,POL000532,PO00107,SUP004,SKU0058,STR005,2025-06-06,2025-06-16,2025-06-15,123,123,Complete
DEV0000615,POL000533,PO00107,SUP010,SKU0061,STR012,2025-06-06,2025-06-16,2025-06-14,106,106,Complete
DEV0000616,POL000534,PO00107,SUP009,SKU0064,STR019,2025-06-06,2025-06-16,2025-06-14,94,94,Complete
DEV0000617,POL000535,PO00107,SUP003,SKU0067,STR002,2025-06-06,2025-06-16,2025-06-16,116,116,Complete
DEV0000618,POL000536,PO00108,SUP009,SKU0070,STR009,2025-06-06,2025-06-16,2025-06-15,106,106,Complete
DEV0000619,POL000537,PO00108,SUP008,SKU0073,STR016,2025-06-06,2025-06-16,2025-06-14,68,68,Complete
DEV0000620,POL000538,PO00108,SUP002,SKU0076,STR023,2025-06-06,2025-06-16,2025-06-14,32,32,Complete
DEV0000621,POL000539,PO00108,SUP001,SKU0079,STR006,2025-06-06,2025-06-16,2025-06-16,134,134,Complete
DEV0000622,POL000540,PO00108,SUP007,SKU0082,STR013,2025-06-06,2025-06-16,2025-06-14,71,71,Complete
DEV0000623,POL000541,PO00109,SUP006,SKU0085,STR020,2025-06-06,2025-06-16,2025-06-16,80,80,Complete
DEV0000624,POL000542,PO00109,SUP012,SKU0088,STR003,2025-06-06,2025-06-16,2025-06-15,130,130,Complete
DEV0000625,POL000543,PO00109,SUP006,SKU0091,STR010,2025-06-06,2025-06-16,2025-06-15,43,43,Complete
DEV0000626,POL000544,PO00109,SUP005,SKU0094,STR017,2025-06-06,2025-06-16,2025-06-19,58,42,Partially Received
DEV0000627,POL000545,PO00109,SUP006,SKU0003,STR024,2025-06-13,2025-06-23,2025-06-22,124,124,Complete
DEV0000628,POL000546,PO00110,SUP012,SKU0006,STR007,2025-06-13,2025-06-23,2025-06-22,124,124,Complete
DEV0000629,POL000547,PO00110,SUP011,SKU0009,STR014,2025-06-13,2025-06-23,2025-06-22,53,25,Complete
DEV0000630,POL000547,PO00110,SUP011,SKU0009,STR014,2025-06-13,2025-06-23,2025-06-23,53,28,Complete
DEV0000631,POL000548,PO00110,SUP005,SKU0012,STR021,2025-06-13,2025-06-23,2025-06-22,121,121,Complete
DEV0000632,POL000549,PO00110,SUP004,SKU0015,STR004,2025-06-13,2025-06-23,2025-06-21,119,54,Complete
DEV0000633,POL000549,PO00110,SUP004,SKU0015,STR004,2025-06-13,2025-06-23,2025-06-22,119,65,Complete
DEV0000634,POL000550,PO00110,SUP010,SKU0018,STR011,2025-06-13,2025-06-23,2025-06-22,75,75,Complete
DEV0000635,POL000551,PO00111,SUP004,SKU0021,STR018,2025-06-13,2025-06-23,2025-06-20,110,78,Complete
DEV0000636,POL000551,PO00111,SUP004,SKU0021,STR018,2025-06-13,2025-06-23,2025-06-21,110,32,Complete
DEV0000637,POL000552,PO00111,SUP003,SKU0024,STR001,2025-06-13,2025-06-23,2025-06-22,121,121,Complete
DEV0000638,POL000553,PO00111,SUP009,SKU0027,STR008,2025-06-13,2025-06-23,2025-06-22,138,138,Complete
DEV0000639,POL000554,PO00111,SUP008,SKU0030,STR015,2025-06-13,2025-06-23,2025-06-21,106,106,Complete
DEV0000640,POL000555,PO00111,SUP002,SKU0033,STR022,2025-06-13,2025-06-23,2025-06-21,82,82,Complete
DEV0000641,POL000556,PO00112,SUP001,SKU0036,STR005,2025-06-13,2025-06-23,2025-06-23,108,95,Partially Received
DEV0000642,POL000557,PO00112,SUP007,SKU0039,STR012,2025-06-13,2025-06-23,2025-06-23,89,89,Complete
DEV0000643,POL000558,PO00112,SUP001,SKU0042,STR019,2025-06-13,2025-06-23,2025-06-21,135,135,Complete
DEV0000644,POL000559,PO00112,SUP012,SKU0045,STR002,2025-06-13,2025-06-23,2025-06-22,37,29,Partially Received
DEV0000645,POL000560,PO00112,SUP006,SKU0048,STR009,2025-06-13,2025-06-23,2025-06-20,133,88,Complete
DEV0000646,POL000560,PO00112,SUP006,SKU0048,STR009,2025-06-13,2025-06-23,2025-06-21,133,45,Complete
DEV0000647,POL000561,PO00113,SUP005,SKU0051,STR016,2025-06-13,2025-06-23,2025-06-25,126,126,Complete
DEV0000648,POL000562,PO00113,SUP011,SKU0054,STR023,2025-06-13,2025-06-23,2025-06-21,51,51,Complete
DEV0000649,POL000563,PO00113,SUP010,SKU0057,STR006,2025-06-13,2025-06-23,2025-06-20,114,75,Complete
DEV0000650,POL000563,PO00113,SUP010,SKU0057,STR006,2025-06-13,2025-06-23,2025-06-21,114,39,Complete
DEV0000651,POL000564,PO00113,SUP004,SKU0060,STR013,2025-06-13,2025-06-23,2025-06-21,35,28,Partially Received
DEV0000652,POL000565,PO00113,SUP010,SKU0063,STR020,2025-06-13,2025-06-23,2025-06-22,57,57,Complete
DEV0000653,POL000566,PO00114,SUP009,SKU0066,STR003,2025-06-13,2025-06-23,2025-06-21,58,58,Complete
DEV0000654,POL000567,PO00114,SUP003,SKU0069,STR010,2025-06-13,2025-06-23,2025-06-23,44,44,Complete
DEV0000655,POL000568,PO00114,SUP002,SKU0072,STR017,2025-06-13,2025-06-23,2025-06-22,101,101,Complete
DEV0000656,POL000569,PO00114,SUP008,SKU0075,STR024,2025-06-13,2025-06-23,2025-06-21,37,37,Complete
DEV0000657,POL000570,PO00114,SUP007,SKU0078,STR007,2025-06-13,2025-06-23,2025-06-21,121,121,Complete
DEV0000658,POL000571,PO00115,SUP001,SKU0081,STR014,2025-06-13,2025-06-23,2025-06-21,44,44,Complete
DEV0000659,POL000572,PO00115,SUP007,SKU0084,STR021,2025-06-13,2025-06-23,2025-06-21,89,89,Complete
DEV0000660,POL000573,PO00115,SUP006,SKU0087,STR004,2025-06-13,2025-06-23,2025-06-21,30,30,Complete
DEV0000661,POL000574,PO00115,SUP012,SKU0090,STR011,2025-06-13,2025-06-23,2025-06-22,113,113,Complete
DEV0000662,POL000575,PO00115,SUP011,SKU0093,STR018,2025-06-13,2025-06-23,2025-06-22,117,117,Complete
DEV0000663,POL000576,PO00116,SUP005,SKU0096,STR001,2025-06-13,2025-06-23,2025-06-21,60,60,Complete
DEV0000664,POL000577,PO00116,SUP012,SKU0002,STR008,2025-06-20,2025-06-30,2025-07-01,124,124,Complete
DEV0000665,POL000578,PO00116,SUP006,SKU0005,STR015,2025-06-20,2025-06-30,2025-07-03,36,36,Complete
DEV0000666,POL000579,PO00116,SUP005,SKU0008,STR022,2025-06-20,2025-06-30,2025-06-28,74,74,Complete
DEV0000667,POL000580,PO00116,SUP011,SKU0011,STR005,2025-06-20,2025-06-30,2025-06-30,139,139,Complete
DEV0000668,POL000581,PO00117,SUP005,SKU0014,STR012,2025-06-20,2025-06-30,2025-06-29,48,48,Complete
DEV0000669,POL000582,PO00117,SUP004,SKU0017,STR019,2025-06-20,2025-06-30,2025-06-29,52,52,Complete
DEV0000670,POL000583,PO00117,SUP010,SKU0020,STR002,2025-06-20,2025-06-30,2025-06-29,52,52,Complete
DEV0000671,POL000584,PO00117,SUP009,SKU0023,STR009,2025-06-20,2025-06-30,2025-06-30,84,84,Complete
DEV0000672,POL000585,PO00117,SUP003,SKU0026,STR016,2025-06-20,2025-06-30,2025-07-02,85,85,Complete
DEV0000673,POL000586,PO00118,SUP002,SKU0029,STR023,2025-06-20,2025-06-30,2025-06-29,126,126,Complete
DEV0000674,POL000587,PO00118,SUP008,SKU0032,STR006,2025-06-20,2025-06-30,2025-06-30,107,101,Partially Received
DEV0000675,POL000588,PO00118,SUP002,SKU0035,STR013,2025-06-20,2025-06-30,2025-06-29,46,46,Complete
DEV0000676,POL000589,PO00118,SUP001,SKU0038,STR020,2025-06-20,2025-06-30,2025-06-30,136,125,Partially Received
DEV0000677,POL000590,PO00118,SUP007,SKU0041,STR003,2025-06-20,2025-06-30,2025-06-30,62,42,Partially Received
DEV0000678,POL000591,PO00119,SUP006,SKU0044,STR010,2025-06-20,2025-06-30,2025-06-29,130,130,Complete
DEV0000679,POL000592,PO00119,SUP012,SKU0047,STR017,2025-06-20,2025-06-30,2025-06-28,134,134,Complete
DEV0000680,POL000593,PO00119,SUP011,SKU0050,STR024,2025-06-20,2025-06-30,2025-06-27,71,42,Complete
DEV0000681,POL000593,PO00119,SUP011,SKU0050,STR024,2025-06-20,2025-06-30,2025-06-28,71,29,Complete
DEV0000682,POL000594,PO00119,SUP005,SKU0053,STR007,2025-06-20,2025-06-30,2025-06-30,130,130,Complete
DEV0000683,POL000595,PO00119,SUP011,SKU0056,STR014,2025-06-20,2025-06-30,2025-06-28,90,90,Complete
DEV0000684,POL000596,PO00120,SUP010,SKU0059,STR021,2025-06-20,2025-06-30,2025-06-28,87,54,Complete
DEV0000685,POL000596,PO00120,SUP010,SKU0059,STR021,2025-06-20,2025-06-30,2025-06-29,87,33,Complete
DEV0000686,POL000597,PO00120,SUP004,SKU0062,STR004,2025-06-20,2025-06-30,2025-06-30,138,138,Complete
DEV0000687,POL000598,PO00120,SUP003,SKU0065,STR011,2025-06-20,2025-06-30,2025-06-28,68,68,Complete
DEV0000688,POL000599,PO00120,SUP009,SKU0068,STR018,2025-06-20,2025-06-30,2025-06-29,89,45,Complete
DEV0000689,POL000599,PO00120,SUP009,SKU0068,STR018,2025-06-20,2025-06-30,2025-06-30,89,44,Complete
DEV0000690,POL000600,PO00120,SUP008,SKU0071,STR001,2025-06-20,2025-06-30,2025-06-30,29,29,Complete
DEV0000691,POL000601,PO00121,SUP002,SKU0074,STR008,2025-06-20,2025-06-30,2025-06-29,111,111,Complete
DEV0000692,POL000602,PO00121,SUP008,SKU0077,STR015,2025-06-20,2025-06-30,2025-06-30,83,83,Complete
DEV0000693,POL000603,PO00121,SUP007,SKU0080,STR022,2025-06-20,2025-06-30,2025-06-30,115,91,Partially Received
DEV0000694,POL000604,PO00121,SUP001,SKU0083,STR005,2025-06-20,2025-06-30,2025-06-29,75,75,Complete
DEV0000695,POL000605,PO00121,SUP012,SKU0086,STR012,2025-06-20,2025-06-30,2025-06-30,72,72,Complete
DEV0000696,POL000606,PO00122,SUP006,SKU0089,STR019,2025-06-20,2025-06-30,2025-06-30,129,129,Complete
DEV0000697,POL000607,PO00122,SUP005,SKU0092,STR002,2025-06-20,2025-06-30,2025-06-27,125,80,Complete
DEV0000698,POL000607,PO00122,SUP005,SKU0092,STR002,2025-06-20,2025-06-30,2025-06-28,125,45,Complete
DEV0000699,POL000608,PO00122,SUP011,SKU0095,STR009,2025-06-20,2025-06-30,2025-06-29,123,123,Complete
DEV0000700,POL000609,PO00122,SUP006,SKU0001,STR016,2025-06-27,2025-07-07,2025-07-07,60,60,Complete
DEV0000701,POL000610,PO00122,SUP012,SKU0004,STR023,2025-06-27,2025-07-07,2025-07-06,105,105,Complete
DEV0000702,POL000611,PO00123,SUP006,SKU0007,STR006,2025-06-27,2025-07-07,2025-07-06,49,49,Complete
DEV0000703,POL000612,PO00123,SUP005,SKU0010,STR013,2025-06-27,2025-07-07,2025-07-06,37,28,Partially Received
DEV0000704,POL000613,PO00123,SUP011,SKU0013,STR020,2025-06-27,2025-07-07,2025-07-06,27,22,Partially Received
DEV0000705,POL000614,PO00123,SUP010,SKU0016,STR003,2025-06-27,2025-07-07,2025-07-07,87,87,Complete
DEV0000706,POL000615,PO00123,SUP004,SKU0019,STR010,2025-06-27,2025-07-07,2025-07-07,54,54,Complete
DEV0000707,POL000616,PO00124,SUP003,SKU0022,STR017,2025-06-27,2025-07-07,2025-07-07,116,116,Complete
DEV0000708,POL000617,PO00124,SUP009,SKU0025,STR024,2025-06-27,2025-07-07,2025-07-07,98,85,Partially Received
DEV0000709,POL000618,PO00124,SUP003,SKU0028,STR007,2025-06-27,2025-07-07,2025-07-06,41,41,Complete
DEV0000710,POL000619,PO00124,SUP002,SKU0031,STR014,2025-06-27,2025-07-07,2025-07-07,74,63,Partially Received
DEV0000711,POL000620,PO00124,SUP008,SKU0034,STR021,2025-06-27,2025-07-07,2025-07-08,29,29,Complete
DEV0000712,POL000621,PO00125,SUP007,SKU0037,STR004,2025-06-27,2025-07-07,2025-07-06,47,47,Complete
DEV0000713,POL000622,PO00125,SUP001,SKU0040,STR011,2025-06-27,2025-07-07,2025-07-07,106,106,Complete
DEV0000714,POL000623,PO00125,SUP012,SKU0043,STR018,2025-06-27,2025-07-07,2025-07-07,119,119,Complete
DEV0000715,POL000624,PO00125,SUP006,SKU0046,STR001,2025-06-27,2025-07-07,2025-07-05,54,54,Complete
DEV0000716,POL000625,PO00125,SUP012,SKU0049,STR008,2025-06-27,2025-07-07,2025-07-05,57,57,Complete
DEV0000717,POL000626,PO00126,SUP011,SKU0052,STR015,2025-06-27,2025-07-07,2025-07-06,44,44,Complete
DEV0000718,POL000627,PO00126,SUP005,SKU0055,STR022,2025-06-27,2025-07-07,2025-07-06,25,25,Complete
DEV0000719,POL000628,PO00126,SUP004,SKU0058,STR005,2025-06-27,2025-07-07,2025-07-06,33,33,Complete
DEV0000720,POL000629,PO00126,SUP010,SKU0061,STR012,2025-06-27,2025-07-07,2025-07-06,95,95,Complete
DEV0000721,POL000630,PO00126,SUP009,SKU0064,STR019,2025-06-27,2025-07-07,2025-07-05,139,78,Complete
DEV0000722,POL000630,PO00126,SUP009,SKU0064,STR019,2025-06-27,2025-07-07,2025-07-06,139,61,Complete
DEV0000723,POL000631,PO00127,SUP003,SKU0067,STR002,2025-06-27,2025-07-07,2025-07-05,139,139,Complete
DEV0000724,POL000632,PO00127,SUP009,SKU0070,STR009,2025-06-27,2025-07-07,2025-07-05,49,49,Complete
DEV0000725,POL000633,PO00127,SUP008,SKU0073,STR016,2025-06-27,2025-07-07,2025-07-04,83,60,Complete
DEV0000726,POL000633,PO00127,SUP008,SKU0073,STR016,2025-06-27,2025-07-07,2025-07-05,83,23,Complete
DEV0000727,POL000634,PO00127,SUP002,SKU0076,STR023,2025-06-27,2025-07-07,2025-07-05,45,45,Complete
DEV0000728,POL000635,PO00127,SUP001,SKU0079,STR006,2025-06-27,2025-07-07,2025-07-06,122,57,Complete
DEV0000729,POL000635,PO00127,SUP001,SKU0079,STR006,2025-06-27,2025-07-07,2025-07-07,122,65,Complete
DEV0000730,POL000636,PO00128,SUP007,SKU0082,STR013,2025-06-27,2025-07-07,2025-07-06,64,64,Complete
DEV0000731,POL000637,PO00128,SUP006,SKU0085,STR020,2025-06-27,2025-07-07,2025-07-07,110,110,Complete
DEV0000732,POL000638,PO00128,SUP012,SKU0088,STR003,2025-06-27,2025-07-07,2025-07-05,131,131,Complete
DEV0000733,POL000639,PO00128,SUP006,SKU0091,STR010,2025-06-27,2025-07-07,2025-07-07,66,66,Complete
DEV0000734,POL000640,PO00128,SUP005,SKU0094,STR017,2025-06-27,2025-07-07,2025-07-06,44,40,Partially Received
DEV0000735,POL000641,PO00129,SUP006,SKU0003,STR024,2025-07-04,2025-07-14,2025-07-13,57,57,Complete
DEV0000736,POL000642,PO00129,SUP012,SKU0006,STR007,2025-07-04,2025-07-14,2025-07-16,100,89,Partially Received
DEV0000737,POL000643,PO00129,SUP011,SKU0009,STR014,2025-07-04,2025-07-14,2025-07-13,45,45,Complete
DEV0000738,POL000644,PO00129,SUP005,SKU0012,STR021,2025-07-04,2025-07-14,2025-07-12,96,96,Complete
DEV0000739,POL000645,PO00129,SUP004,SKU0015,STR004,2025-07-04,2025-07-14,2025-07-13,29,29,Complete
DEV0000740,POL000646,PO00130,SUP010,SKU0018,STR011,2025-07-04,2025-07-14,2025-07-11,129,86,Complete
DEV0000741,POL000646,PO00130,SUP010,SKU0018,STR011,2025-07-04,2025-07-14,2025-07-12,129,43,Complete
DEV0000742,POL000647,PO00130,SUP004,SKU0021,STR018,2025-07-04,2025-07-14,2025-07-13,94,94,Complete
DEV0000743,POL000648,PO00130,SUP003,SKU0024,STR001,2025-07-04,2025-07-14,2025-07-13,118,118,Complete
DEV0000744,POL000649,PO00130,SUP009,SKU0027,STR008,2025-07-04,2025-07-14,2025-07-14,76,76,Complete
DEV0000745,POL000650,PO00130,SUP008,SKU0030,STR015,2025-07-04,2025-07-14,2025-07-14,109,109,Complete
DEV0000746,POL000651,PO00131,SUP002,SKU0033,STR022,2025-07-04,2025-07-14,2025-07-14,55,55,Complete
DEV0000747,POL000652,PO00131,SUP001,SKU0036,STR005,2025-07-04,2025-07-14,2025-07-15,60,60,Complete
DEV0000748,POL000653,PO00131,SUP007,SKU0039,STR012,2025-07-04,2025-07-14,2025-07-12,123,123,Complete
DEV0000749,POL000654,PO00131,SUP001,SKU0042,STR019,2025-07-04,2025-07-14,2025-07-12,115,115,Complete
DEV0000750,POL000655,PO00131,SUP012,SKU0045,STR002,2025-07-04,2025-07-14,2025-07-12,60,56,Partially Received
DEV0000751,POL000656,PO00132,SUP006,SKU0048,STR009,2025-07-04,2025-07-14,2025-07-12,67,67,Complete
DEV0000752,POL000657,PO00132,SUP005,SKU0051,STR016,2025-07-04,2025-07-14,2025-07-12,64,58,Partially Received
DEV0000753,POL000658,PO00132,SUP011,SKU0054,STR023,2025-07-04,2025-07-14,2025-07-12,75,54,Partially Received
DEV0000754,POL000659,PO00132,SUP010,SKU0057,STR006,2025-07-04,2025-07-14,2025-07-14,39,39,Complete
DEV0000755,POL000660,PO00132,SUP004,SKU0060,STR013,2025-07-04,2025-07-14,2025-07-13,137,137,Complete
DEV0000756,POL000661,PO00133,SUP010,SKU0063,STR020,2025-07-04,2025-07-14,2025-07-17,84,84,Complete
DEV0000757,POL000662,PO00133,SUP009,SKU0066,STR003,2025-07-04,2025-07-14,2025-07-14,94,94,Complete
DEV0000758,POL000663,PO00133,SUP003,SKU0069,STR010,2025-07-04,2025-07-14,2025-07-14,61,61,Complete
DEV0000759,POL000664,PO00133,SUP002,SKU0072,STR017,2025-07-04,2025-07-14,2025-07-13,105,105,Complete
DEV0000760,POL000665,PO00133,SUP008,SKU0075,STR024,2025-07-04,2025-07-14,2025-07-14,99,99,Complete
DEV0000761,POL000666,PO00134,SUP007,SKU0078,STR007,2025-07-04,2025-07-14,2025-07-13,99,99,Complete
DEV0000762,POL000667,PO00134,SUP001,SKU0081,STR014,2025-07-04,2025-07-14,2025-07-13,25,25,Complete
DEV0000763,POL000668,PO00134,SUP007,SKU0084,STR021,2025-07-04,2025-07-14,2025-07-18,115,115,Complete
DEV0000764,POL000669,PO00134,SUP006,SKU0087,STR004,2025-07-04,2025-07-14,2025-07-17,75,75,Complete
DEV0000765,POL000670,PO00134,SUP012,SKU0090,STR011,2025-07-04,2025-07-14,2025-07-12,87,87,Complete
DEV0000766,POL000671,PO00135,SUP011,SKU0093,STR018,2025-07-04,2025-07-14,2025-07-13,61,61,Complete
DEV0000767,POL000672,PO00135,SUP005,SKU0096,STR001,2025-07-04,2025-07-14,2025-07-16,137,137,Complete
DEV0000768,POL000673,PO00135,SUP012,SKU0002,STR008,2025-07-11,2025-07-21,2025-07-20,52,31,Complete
DEV0000769,POL000673,PO00135,SUP012,SKU0002,STR008,2025-07-11,2025-07-21,2025-07-21,52,21,Complete
DEV0000770,POL000674,PO00135,SUP006,SKU0005,STR015,2025-07-11,2025-07-21,2025-07-19,116,57,Complete
DEV0000771,POL000674,PO00135,SUP006,SKU0005,STR015,2025-07-11,2025-07-21,2025-07-20,116,59,Complete
DEV0000772,POL000675,PO00135,SUP005,SKU0008,STR022,2025-07-11,2025-07-21,2025-07-19,33,33,Complete
DEV0000773,POL000676,PO00136,SUP011,SKU0011,STR005,2025-07-11,2025-07-21,2025-07-21,33,33,Complete
DEV0000774,POL000677,PO00136,SUP005,SKU0014,STR012,2025-07-11,2025-07-21,2025-07-21,125,125,Complete
