week_start,store_id,product_id,forecast_version,forecast_created_date,forecast_units
2025-10-06,STR003,SKU0049,LAG_4W,2025-09-08,13
2025-10-13,STR003,SKU0049,LAG_4W,2025-09-15,12
2025-10-20,STR003,SKU0049,LAG_4W,2025-09-22,12
2025-10-27,STR003,SKU0049,LAG_4W,2025-09-29,13
2025-11-03,STR003,SKU0049,LAG_4W,2025-10-06,10
2025-11-10,STR003,SKU0049,LAG_4W,2025-10-13,10
2025-11-17,STR003,SKU0049,LAG_4W,2025-10-20,12
2025-11-24,STR003,SKU0049,LAG_4W,2025-10-27,10
2025-12-01,STR003,SKU0049,LAG_4W,2025-11-03,12
2025-12-08,STR003,SKU0049,LAG_4W,2025-11-10,9
2025-12-15,STR003,SKU0049,LAG_4W,2025-11-17,13
2025-12-22,STR003,SKU0049,LAG_4W,2025-11-24,12
2025-12-29,STR003,SKU0049,LAG_4W,2025-12-01,11
2026-01-05,STR003,SKU0049,LAG_4W,2025-12-08,13
2026-01-12,STR003,SKU0049,LAG_4W,2025-12-15,12
2026-01-19,STR003,SKU0049,LAG_4W,2025-12-22,10
2026-01-26,STR003,SKU0049,LAG_4W,2025-12-29,11
2026-02-02,STR003,SKU0049,LAG_4W,2026-01-05,12
2026-02-09,STR003,SKU0049,LAG_4W,2026-01-12,9
2026-02-16,STR003,SKU0049,LAG_4W,2026-01-19,13
2026-02-23,STR003,SKU0049,LAG_4W,2026-01-26,12
2026-03-02,STR003,SKU0049,LAG_4W,2026-02-02,12
2026-03-09,STR003,SKU0049,LAG_4W,2026-02-09,11
2026-03-16,STR003,SKU0049,LAG_4W,2026-02-16,10
2026-03-23,STR003,SKU0049,LAG_4W,2026-02-23,11
2026-03-30,STR003,SKU0049,LAG_4W,2026-03-02,12
2026-04-06,STR003,SKU0049,LAG_4W,2026-03-09,10
2026-04-13,STR003,SKU0049,LAG_4W,2026-03-16,12
2026-04-20,STR003,SKU0049,LAG_4W,2026-03-23,10
2026-04-27,STR003,SKU0049,LAG_4W,2026-03-30,13
2026-05-04,STR003,SKU0049,LAG_4W,2026-04-06,12
2026-05-11,STR003,SKU0049,LAG_4W,2026-04-13,12
2026-05-18,STR003,SKU0049,LAG_4W,2026-04-20,11
2026-05-25,STR003,SKU0049,LAG_4W,2026-04-27,13
2026-06-01,STR003,SKU0049,LAG_4W,2026-05-04,13
2026-06-08,STR003,SKU0049,LAG_4W,2026-05-11,11
2026-06-15,STR003,SKU0049,LAG_4W,2026-05-18,22
2026-06-22,STR003,SKU0049,LAG_4W,2026-05-25,22
2026-06-29,STR003,SKU0049,LAG_4W,2026-06-01,13
2026-07-06,STR003,SKU0049,LAG_4W,2026-06-08,13
2026-07-13,STR003,SKU0049,LAG_4W,2026-06-15,12
2026-07-20,STR003,SKU0049,LAG_4W,2026-06-22,14
2026-07-27,STR003,SKU0049,LAG_4W,2026-06-29,15
2026-08-03,STR003,SKU0049,LAG_4W,2026-07-06,12
2025-05-26,STR003,SKU0050,LAG_4W,2025-04-28,20
2025-06-02,STR003,SKU0050,LAG_4W,2025-05-05,16
2025-06-09,STR003,SKU0050,LAG_4W,2025-05-12,15
2025-06-16,STR003,SKU0050,LAG_4W,2025-05-19,20
2025-06-23,STR003,SKU0050,LAG_4W,2025-05-26,16
2025-06-30,STR003,SKU0050,LAG_4W,2025-06-02,16
2025-07-07,STR003,SKU0050,LAG_4W,2025-06-09,20
2025-07-14,STR003,SKU0050,LAG_4W,2025-06-16,17
2025-07-21,STR003,SKU0050,LAG_4W,2025-06-23,20
2025-07-28,STR003,SKU0050,LAG_4W,2025-06-30,20
2025-08-04,STR003,SKU0050,LAG_4W,2025-07-07,17
2025-08-11,STR003,SKU0050,LAG_4W,2025-07-14,18
2025-08-18,STR003,SKU0050,LAG_4W,2025-07-21,33
2025-08-25,STR003,SKU0050,LAG_4W,2025-07-28,35
2025-09-01,STR003,SKU0050,LAG_4W,2025-08-04,15
2025-09-08,STR003,SKU0050,LAG_4W,2025-08-11,20
2025-09-15,STR003,SKU0050,LAG_4W,2025-08-18,17
2025-09-22,STR003,SKU0050,LAG_4W,2025-08-25,21
2025-09-29,STR003,SKU0050,LAG_4W,2025-09-01,16
2025-10-06,STR003,SKU0050,LAG_4W,2025-09-08,21
2025-10-13,STR003,SKU0050,LAG_4W,2025-09-15,18
2025-10-20,STR003,SKU0050,LAG_4W,2025-09-22,21
2025-10-27,STR003,SKU0050,LAG_4W,2025-09-29,16
2025-11-03,STR003,SKU0050,LAG_4W,2025-10-06,17
2025-11-10,STR003,SKU0050,LAG_4W,2025-10-13,16
2025-11-17,STR003,SKU0050,LAG_4W,2025-10-20,17
2025-11-24,STR003,SKU0050,LAG_4W,2025-10-27,16
2025-12-01,STR003,SKU0050,LAG_4W,2025-11-03,20
2025-12-08,STR003,SKU0050,LAG_4W,2025-11-10,21
2025-12-15,STR003,SKU0050,LAG_4W,2025-11-17,21
2025-12-22,STR003,SKU0050,LAG_4W,2025-11-24,28
2025-12-29,STR003,SKU0050,LAG_4W,2025-12-01,23
2026-01-05,STR003,SKU0050,LAG_4W,2025-12-08,23
2026-01-12,STR003,SKU0050,LAG_4W,2025-12-15,27
2026-01-19,STR003,SKU0050,LAG_4W,2025-12-22,19
2026-01-26,STR003,SKU0050,LAG_4W,2025-12-29,21
2026-02-02,STR003,SKU0050,LAG_4W,2026-01-05,18
2026-02-09,STR003,SKU0050,LAG_4W,2026-01-12,19
2026-02-16,STR003,SKU0050,LAG_4W,2026-01-19,23
2026-02-23,STR003,SKU0050,LAG_4W,2026-01-26,24
2026-03-02,STR003,SKU0050,LAG_4W,2026-02-02,20
2026-03-09,STR003,SKU0050,LAG_4W,2026-02-09,21
2026-03-16,STR003,SKU0050,LAG_4W,2026-02-16,19
2026-03-23,STR003,SKU0050,LAG_4W,2026-02-23,19
2026-03-30,STR003,SKU0050,LAG_4W,2026-03-02,19
2026-04-06,STR003,SKU0050,LAG_4W,2026-03-09,20
2026-04-13,STR003,SKU0050,LAG_4W,2026-03-16,19
2026-04-20,STR003,SKU0050,LAG_4W,2026-03-23,20
2026-04-27,STR003,SKU0050,LAG_4W,2026-03-30,20
2026-05-04,STR003,SKU0050,LAG_4W,2026-04-06,21
2026-05-11,STR003,SKU0050,LAG_4W,2026-04-13,16
2026-05-18,STR003,SKU0050,LAG_4W,2026-04-20,19
2026-05-25,STR003,SKU0050,LAG_4W,2026-04-27,19
2026-06-01,STR003,SKU0050,LAG_4W,2026-05-04,16
2026-06-08,STR003,SKU0050,LAG_4W,2026-05-11,21
2026-06-15,STR003,SKU0050,LAG_4W,2026-05-18,22
2026-06-22,STR003,SKU0050,LAG_4W,2026-05-25,21
2026-06-29,STR003,SKU0050,LAG_4W,2026-06-01,17
2026-07-06,STR003,SKU0050,LAG_4W,2026-06-08,19
2026-07-13,STR003,SKU0050,LAG_4W,2026-06-15,17
2026-07-20,STR003,SKU0050,LAG_4W,2026-06-22,20
2026-07-27,STR003,SKU0050,LAG_4W,2026-06-29,21
2026-08-03,STR003,SKU0050,LAG_4W,2026-07-06,22
2025-06-02,STR003,SKU0051,LAG_4W,2025-05-05,15
2025-06-09,STR003,SKU0051,LAG_4W,2025-05-12,13
2025-06-16,STR003,SKU0051,LAG_4W,2025-05-19,14
2025-06-23,STR003,SKU0051,LAG_4W,2025-05-26,13
2025-06-30,STR003,SKU0051,LAG_4W,2025-06-02,13
2025-07-07,STR003,SKU0051,LAG_4W,2025-06-09,13
2025-07-14,STR003,SKU0051,LAG_4W,2025-06-16,16
2025-07-21,STR003,SKU0051,LAG_4W,2025-06-23,12
2025-07-28,STR003,SKU0051,LAG_4W,2025-06-30,15
2025-08-04,STR003,SKU0051,LAG_4W,2025-07-07,12
2025-08-11,STR003,SKU0051,LAG_4W,2025-07-14,15
2025-08-18,STR003,SKU0051,LAG_4W,2025-07-21,12
2025-08-25,STR003,SKU0051,LAG_4W,2025-07-28,12
2025-09-01,STR003,SKU0051,LAG_4W,2025-08-04,13
2025-09-08,STR003,SKU0051,LAG_4W,2025-08-11,16
2025-09-15,STR003,SKU0051,LAG_4W,2025-08-18,14
2025-09-22,STR003,SKU0051,LAG_4W,2025-08-25,13
2025-09-29,STR003,SKU0051,LAG_4W,2025-09-01,15
2025-10-06,STR003,SKU0051,LAG_4W,2025-09-08,12
2025-10-13,STR003,SKU0051,LAG_4W,2025-09-15,15
2025-10-20,STR003,SKU0051,LAG_4W,2025-09-22,13
2025-10-27,STR003,SKU0051,LAG_4W,2025-09-29,13
2025-11-03,STR003,SKU0051,LAG_4W,2025-10-06,14
2025-11-10,STR003,SKU0051,LAG_4W,2025-10-13,14
2025-11-17,STR003,SKU0051,LAG_4W,2025-10-20,12
2025-11-24,STR003,SKU0051,LAG_4W,2025-10-27,12
2025-12-01,STR003,SKU0051,LAG_4W,2025-11-03,14
2025-12-08,STR003,SKU0051,LAG_4W,2025-11-10,16
2025-12-15,STR003,SKU0051,LAG_4W,2025-11-17,15
2025-12-22,STR003,SKU0051,LAG_4W,2025-11-24,12
2025-12-29,STR003,SKU0051,LAG_4W,2025-12-01,14
2026-01-05,STR003,SKU0051,LAG_4W,2025-12-08,16
2026-01-12,STR003,SKU0051,LAG_4W,2025-12-15,13
2026-01-19,STR003,SKU0051,LAG_4W,2025-12-22,15
2026-01-26,STR003,SKU0051,LAG_4W,2025-12-29,14
2026-02-02,STR003,SKU0051,LAG_4W,2026-01-05,14
2026-02-09,STR003,SKU0051,LAG_4W,2026-01-12,17
2026-02-16,STR003,SKU0051,LAG_4W,2026-01-19,17
2026-02-23,STR003,SKU0051,LAG_4W,2026-01-26,15
2026-03-02,STR003,SKU0051,LAG_4W,2026-02-02,16
2026-03-09,STR003,SKU0051,LAG_4W,2026-02-09,13
2026-03-16,STR003,SKU0051,LAG_4W,2026-02-16,15
2026-03-23,STR003,SKU0051,LAG_4W,2026-02-23,15
2026-03-30,STR003,SKU0051,LAG_4W,2026-03-02,13
2026-04-06,STR003,SKU0051,LAG_4W,2026-03-09,14
2026-04-13,STR003,SKU0051,LAG_4W,2026-03-16,16
2026-04-20,STR003,SKU0051,LAG_4W,2026-03-23,15
2026-04-27,STR003,SKU0051,LAG_4W,2026-03-30,17
2026-05-04,STR003,SKU0051,LAG_4W,2026-04-06,17
2026-05-11,STR003,SKU0051,LAG_4W,2026-04-13,12
2026-05-18,STR003,SKU0051,LAG_4W,2026-04-20,12
2026-05-25,STR003,SKU0051,LAG_4W,2026-04-27,15
2026-06-01,STR003,SKU0051,LAG_4W,2026-05-04,16
2026-06-08,STR003,SKU0051,LAG_4W,2026-05-11,13
2026-06-15,STR003,SKU0051,LAG_4W,2026-05-18,16
2026-06-22,STR003,SKU0051,LAG_4W,2026-05-25,17
2026-06-29,STR003,SKU0051,LAG_4W,2026-06-01,13
2026-07-06,STR003,SKU0051,LAG_4W,2026-06-08,26
2026-07-13,STR003,SKU0051,LAG_4W,2026-06-15,30
2026-07-20,STR003,SKU0051,LAG_4W,2026-06-22,13
2026-07-27,STR003,SKU0051,LAG_4W,2026-06-29,14
2026-08-03,STR003,SKU0051,LAG_4W,2026-07-06,17
2025-03-24,STR003,SKU0052,LAG_4W,2025-02-24,6
2025-03-31,STR003,SKU0052,LAG_4W,2025-03-03,6
2025-04-07,STR003,SKU0052,LAG_4W,2025-03-10,7
2025-04-14,STR003,SKU0052,LAG_4W,2025-03-17,8
2025-04-21,STR003,SKU0052,LAG_4W,2025-03-24,9
2025-04-28,STR003,SKU0052,LAG_4W,2025-03-31,8
2025-05-05,STR003,SKU0052,LAG_4W,2025-04-07,6
2025-05-12,STR003,SKU0052,LAG_4W,2025-04-14,7
2025-05-19,STR003,SKU0052,LAG_4W,2025-04-21,7
2025-05-26,STR003,SKU0052,LAG_4W,2025-04-28,7
2025-06-02,STR003,SKU0052,LAG_4W,2025-05-05,10
2025-06-09,STR003,SKU0052,LAG_4W,2025-05-12,10
2025-06-16,STR003,SKU0052,LAG_4W,2025-05-19,8
2025-06-23,STR003,SKU0052,LAG_4W,2025-05-26,10
2025-06-30,STR003,SKU0052,LAG_4W,2025-06-02,9
2025-07-07,STR003,SKU0052,LAG_4W,2025-06-09,11
2025-07-14,STR003,SKU0052,LAG_4W,2025-06-16,10
2025-07-21,STR003,SKU0052,LAG_4W,2025-06-23,10
2025-07-28,STR003,SKU0052,LAG_4W,2025-06-30,10
2025-08-04,STR003,SKU0052,LAG_4W,2025-07-07,11
2025-08-11,STR003,SKU0052,LAG_4W,2025-07-14,11
2025-08-18,STR003,SKU0052,LAG_4W,2025-07-21,10
2025-08-25,STR003,SKU0052,LAG_4W,2025-07-28,11
2025-09-01,STR003,SKU0052,LAG_4W,2025-08-04,8
2025-09-08,STR003,SKU0052,LAG_4W,2025-08-11,7
2025-09-15,STR003,SKU0052,LAG_4W,2025-08-18,8
2025-09-22,STR003,SKU0052,LAG_4W,2025-08-25,6
2025-09-29,STR003,SKU0052,LAG_4W,2025-09-01,8
2025-10-06,STR003,SKU0052,LAG_4W,2025-09-08,8
2025-10-13,STR003,SKU0052,LAG_4W,2025-09-15,8
2025-10-20,STR003,SKU0052,LAG_4W,2025-09-22,7
2025-10-27,STR003,SKU0052,LAG_4W,2025-09-29,9
2025-11-03,STR003,SKU0052,LAG_4W,2025-10-06,7
2025-11-10,STR003,SKU0052,LAG_4W,2025-10-13,8
2025-11-17,STR003,SKU0052,LAG_4W,2025-10-20,8
2025-11-24,STR003,SKU0052,LAG_4W,2025-10-27,9
2025-12-01,STR003,SKU0052,LAG_4W,2025-11-03,8
2025-12-08,STR003,SKU0052,LAG_4W,2025-11-10,7
2025-12-15,STR003,SKU0052,LAG_4W,2025-11-17,9
2025-12-22,STR003,SKU0052,LAG_4W,2025-11-24,8
2025-12-29,STR003,SKU0052,LAG_4W,2025-12-01,9
2026-01-05,STR003,SKU0052,LAG_4W,2025-12-08,9
2026-01-12,STR003,SKU0052,LAG_4W,2025-12-15,8
2026-01-19,STR003,SKU0052,LAG_4W,2025-12-22,8
2026-01-26,STR003,SKU0052,LAG_4W,2025-12-29,9
2026-02-02,STR003,SKU0052,LAG_4W,2026-01-05,9
2026-02-09,STR003,SKU0052,LAG_4W,2026-01-12,7
2026-02-16,STR003,SKU0052,LAG_4W,2026-01-19,7
2026-02-23,STR003,SKU0052,LAG_4W,2026-01-26,9
2026-03-02,STR003,SKU0052,LAG_4W,2026-02-02,7
2026-03-09,STR003,SKU0052,LAG_4W,2026-02-09,9
2026-03-16,STR003,SKU0052,LAG_4W,2026-02-16,8
2026-03-23,STR003,SKU0052,LAG_4W,2026-02-23,8
2026-03-30,STR003,SKU0052,LAG_4W,2026-03-02,9
2026-04-06,STR003,SKU0052,LAG_4W,2026-03-09,8
2026-04-13,STR003,SKU0052,LAG_4W,2026-03-16,9
2026-04-20,STR003,SKU0052,LAG_4W,2026-03-23,9
2026-04-27,STR003,SKU0052,LAG_4W,2026-03-30,7
2026-05-04,STR003,SKU0052,LAG_4W,2026-04-06,9
2026-05-11,STR003,SKU0052,LAG_4W,2026-04-13,8
2026-05-18,STR003,SKU0052,LAG_4W,2026-04-20,9
2026-05-25,STR003,SKU0052,LAG_4W,2026-04-27,7
2026-06-01,STR003,SKU0052,LAG_4W,2026-05-04,11
2026-06-08,STR003,SKU0052,LAG_4W,2026-05-11,12
2026-06-15,STR003,SKU0052,LAG_4W,2026-05-18,11
2026-06-22,STR003,SKU0052,LAG_4W,2026-05-25,10
2026-06-29,STR003,SKU0052,LAG_4W,2026-06-01,11
2026-07-06,STR003,SKU0052,LAG_4W,2026-06-08,11
2026-07-13,STR003,SKU0052,LAG_4W,2026-06-15,11
2026-07-20,STR003,SKU0052,LAG_4W,2026-06-22,11
2026-07-27,STR003,SKU0052,LAG_4W,2026-06-29,11
2026-08-03,STR003,SKU0052,LAG_4W,2026-07-06,10
2025-03-24,STR003,SKU0053,LAG_4W,2025-02-24,14
2025-03-31,STR003,SKU0053,LAG_4W,2025-03-03,14
2025-04-07,STR003,SKU0053,LAG_4W,2025-03-10,12
2025-04-14,STR003,SKU0053,LAG_4W,2025-03-17,13
2025-04-21,STR003,SKU0053,LAG_4W,2025-03-24,14
2025-04-28,STR003,SKU0053,LAG_4W,2025-03-31,14
2025-05-05,STR003,SKU0053,LAG_4W,2025-04-07,16
2025-05-12,STR003,SKU0053,LAG_4W,2025-04-14,14
2025-05-19,STR003,SKU0053,LAG_4W,2025-04-21,12
2025-05-26,STR003,SKU0053,LAG_4W,2025-04-28,13
2025-06-02,STR003,SKU0053,LAG_4W,2025-05-05,16
2025-06-09,STR003,SKU0053,LAG_4W,2025-05-12,16
2025-06-16,STR003,SKU0053,LAG_4W,2025-05-19,15
2025-06-23,STR003,SKU0053,LAG_4W,2025-05-26,14
2025-06-30,STR003,SKU0053,LAG_4W,2025-06-02,16
2025-07-07,STR003,SKU0053,LAG_4W,2025-06-09,13
2025-07-14,STR003,SKU0053,LAG_4W,2025-06-16,15
2025-07-21,STR003,SKU0053,LAG_4W,2025-06-23,16
2025-07-28,STR003,SKU0053,LAG_4W,2025-06-30,14
2025-08-04,STR003,SKU0053,LAG_4W,2025-07-07,16
2025-08-11,STR003,SKU0053,LAG_4W,2025-07-14,14
2025-08-18,STR003,SKU0053,LAG_4W,2025-07-21,15
2025-08-25,STR003,SKU0053,LAG_4W,2025-07-28,14
2025-09-01,STR003,SKU0053,LAG_4W,2025-08-04,13
2025-09-08,STR003,SKU0053,LAG_4W,2025-08-11,16
2025-09-15,STR003,SKU0053,LAG_4W,2025-08-18,25
2025-09-22,STR003,SKU0053,LAG_4W,2025-08-25,22
2025-09-29,STR003,SKU0053,LAG_4W,2025-09-01,14
2025-10-06,STR003,SKU0053,LAG_4W,2025-09-08,15
2025-10-13,STR003,SKU0053,LAG_4W,2025-09-15,17
2025-10-20,STR003,SKU0053,LAG_4W,2025-09-22,13
2025-10-27,STR003,SKU0053,LAG_4W,2025-09-29,14
2025-11-03,STR003,SKU0053,LAG_4W,2025-10-06,17
2025-11-10,STR003,SKU0053,LAG_4W,2025-10-13,15
2025-11-17,STR003,SKU0053,LAG_4W,2025-10-20,15
2025-11-24,STR003,SKU0053,LAG_4W,2025-10-27,14
2025-12-01,STR003,SKU0053,LAG_4W,2025-11-03,13
2025-12-08,STR003,SKU0053,LAG_4W,2025-11-10,13
2025-12-15,STR003,SKU0053,LAG_4W,2025-11-17,14
2025-12-22,STR003,SKU0053,LAG_4W,2025-11-24,15
2025-12-29,STR003,SKU0053,LAG_4W,2025-12-01,12
2026-01-05,STR003,SKU0053,LAG_4W,2025-12-08,16
2026-01-12,STR003,SKU0053,LAG_4W,2025-12-15,15
2026-01-19,STR003,SKU0053,LAG_4W,2025-12-22,14
2026-01-26,STR003,SKU0053,LAG_4W,2025-12-29,15
2026-02-02,STR003,SKU0053,LAG_4W,2026-01-05,14
2026-02-09,STR003,SKU0053,LAG_4W,2026-01-12,17
2026-02-16,STR003,SKU0053,LAG_4W,2026-01-19,16
2026-02-23,STR003,SKU0053,LAG_4W,2026-01-26,17
2026-03-02,STR003,SKU0053,LAG_4W,2026-02-02,14
2026-03-09,STR003,SKU0053,LAG_4W,2026-02-09,13
2026-03-16,STR003,SKU0053,LAG_4W,2026-02-16,17
2026-03-23,STR003,SKU0053,LAG_4W,2026-02-23,16
2026-03-30,STR003,SKU0053,LAG_4W,2026-03-02,15
2026-04-06,STR003,SKU0053,LAG_4W,2026-03-09,13
2026-04-13,STR003,SKU0053,LAG_4W,2026-03-16,17
2026-04-20,STR003,SKU0053,LAG_4W,2026-03-23,16
2026-04-27,STR003,SKU0053,LAG_4W,2026-03-30,13
2026-05-04,STR003,SKU0053,LAG_4W,2026-04-06,16
2026-05-11,STR003,SKU0053,LAG_4W,2026-04-13,15
2026-05-18,STR003,SKU0053,LAG_4W,2026-04-20,16
2026-05-25,STR003,SKU0053,LAG_4W,2026-04-27,17
2026-06-01,STR003,SKU0053,LAG_4W,2026-05-04,15
2026-06-08,STR003,SKU0053,LAG_4W,2026-05-11,18
2026-06-15,STR003,SKU0053,LAG_4W,2026-05-18,18
2026-06-22,STR003,SKU0053,LAG_4W,2026-05-25,14
2026-06-29,STR003,SKU0053,LAG_4W,2026-06-01,16
2026-07-06,STR003,SKU0053,LAG_4W,2026-06-08,14
2026-07-13,STR003,SKU0053,LAG_4W,2026-06-15,17
2026-07-20,STR003,SKU0053,LAG_4W,2026-06-22,13
2026-07-27,STR003,SKU0053,LAG_4W,2026-06-29,16
2026-08-03,STR003,SKU0053,LAG_4W,2026-07-06,14
2025-02-10,STR003,SKU0056,LAG_4W,2025-01-13,16
2025-02-17,STR003,SKU0056,LAG_4W,2025-01-20,19
2025-02-24,STR003,SKU0056,LAG_4W,2025-01-27,18
2025-03-03,STR003,SKU0056,LAG_4W,2025-02-03,15
2025-03-10,STR003,SKU0056,LAG_4W,2025-02-10,14
2025-03-17,STR003,SKU0056,LAG_4W,2025-02-17,18
2025-03-24,STR003,SKU0056,LAG_4W,2025-02-24,15
2025-03-31,STR003,SKU0056,LAG_4W,2025-03-03,14
2025-04-07,STR003,SKU0056,LAG_4W,2025-03-10,16
2025-04-14,STR003,SKU0056,LAG_4W,2025-03-17,19
2025-04-21,STR003,SKU0056,LAG_4W,2025-03-24,19
2025-04-28,STR003,SKU0056,LAG_4W,2025-03-31,19
2025-05-05,STR003,SKU0056,LAG_4W,2025-04-07,16
2025-05-12,STR003,SKU0056,LAG_4W,2025-04-14,17
2025-05-19,STR003,SKU0056,LAG_4W,2025-04-21,15
2025-05-26,STR003,SKU0056,LAG_4W,2025-04-28,20
2025-06-02,STR003,SKU0056,LAG_4W,2025-05-05,22
2025-06-09,STR003,SKU0056,LAG_4W,2025-05-12,22
2025-06-16,STR003,SKU0056,LAG_4W,2025-05-19,20
2025-06-23,STR003,SKU0056,LAG_4W,2025-05-26,19
2025-06-30,STR003,SKU0056,LAG_4W,2025-06-02,18
2025-07-07,STR003,SKU0056,LAG_4W,2025-06-09,19
2025-07-14,STR003,SKU0056,LAG_4W,2025-06-16,23
2025-07-21,STR003,SKU0056,LAG_4W,2025-06-23,22
2025-07-28,STR003,SKU0056,LAG_4W,2025-06-30,18
2025-08-04,STR003,SKU0056,LAG_4W,2025-07-07,18
2025-08-11,STR003,SKU0056,LAG_4W,2025-07-14,19
2025-08-18,STR003,SKU0056,LAG_4W,2025-07-21,17
2025-08-25,STR003,SKU0056,LAG_4W,2025-07-28,19
2025-09-01,STR003,SKU0056,LAG_4W,2025-08-04,14
2025-09-08,STR003,SKU0056,LAG_4W,2025-08-11,15
2025-09-15,STR003,SKU0056,LAG_4W,2025-08-18,15
2025-09-22,STR003,SKU0056,LAG_4W,2025-08-25,15
2025-09-29,STR003,SKU0056,LAG_4W,2025-09-01,15
2025-10-06,STR003,SKU0056,LAG_4W,2025-09-08,18
2025-10-13,STR003,SKU0056,LAG_4W,2025-09-15,20
2025-10-20,STR003,SKU0056,LAG_4W,2025-09-22,20
2025-10-27,STR003,SKU0056,LAG_4W,2025-09-29,16
2025-11-03,STR003,SKU0056,LAG_4W,2025-10-06,15
2025-11-10,STR003,SKU0056,LAG_4W,2025-10-13,17
2025-11-17,STR003,SKU0056,LAG_4W,2025-10-20,15
2025-11-24,STR003,SKU0056,LAG_4W,2025-10-27,18
2025-12-01,STR003,SKU0056,LAG_4W,2025-11-03,19
2025-12-08,STR003,SKU0056,LAG_4W,2025-11-10,16
2025-12-15,STR003,SKU0056,LAG_4W,2025-11-17,16
2025-12-22,STR003,SKU0056,LAG_4W,2025-11-24,20
2025-12-29,STR003,SKU0056,LAG_4W,2025-12-01,17
2026-01-05,STR003,SKU0056,LAG_4W,2025-12-08,17
2026-01-12,STR003,SKU0056,LAG_4W,2025-12-15,16
2026-01-19,STR003,SKU0056,LAG_4W,2025-12-22,19
2026-01-26,STR003,SKU0056,LAG_4W,2025-12-29,17
2026-02-02,STR003,SKU0056,LAG_4W,2026-01-05,16
2026-02-09,STR003,SKU0056,LAG_4W,2026-01-12,18
2026-02-16,STR003,SKU0056,LAG_4W,2026-01-19,16
2026-02-23,STR003,SKU0056,LAG_4W,2026-01-26,21
2026-03-02,STR003,SKU0056,LAG_4W,2026-02-02,18
2026-03-09,STR003,SKU0056,LAG_4W,2026-02-09,15
2026-03-16,STR003,SKU0056,LAG_4W,2026-02-16,19
2026-03-23,STR003,SKU0056,LAG_4W,2026-02-23,18
2026-03-30,STR003,SKU0056,LAG_4W,2026-03-02,18
2026-04-06,STR003,SKU0056,LAG_4W,2026-03-09,20
2026-04-13,STR003,SKU0056,LAG_4W,2026-03-16,19
2026-04-20,STR003,SKU0056,LAG_4W,2026-03-23,17
2026-04-27,STR003,SKU0056,LAG_4W,2026-03-30,15
2026-05-04,STR003,SKU0056,LAG_4W,2026-04-06,20
2026-05-11,STR003,SKU0056,LAG_4W,2026-04-13,21
2026-05-18,STR003,SKU0056,LAG_4W,2026-04-20,19
2026-05-25,STR003,SKU0056,LAG_4W,2026-04-27,15
2026-06-01,STR003,SKU0056,LAG_4W,2026-05-04,21
2026-06-08,STR003,SKU0056,LAG_4W,2026-05-11,22
2026-06-15,STR003,SKU0056,LAG_4W,2026-05-18,22
2026-06-22,STR003,SKU0056,LAG_4W,2026-05-25,23
2026-06-29,STR003,SKU0056,LAG_4W,2026-06-01,19
2026-07-06,STR003,SKU0056,LAG_4W,2026-06-08,23
2026-07-13,STR003,SKU0056,LAG_4W,2026-06-15,22
2026-07-20,STR003,SKU0056,LAG_4W,2026-06-22,23
2026-07-27,STR003,SKU0056,LAG_4W,2026-06-29,25
2026-08-03,STR003,SKU0056,LAG_4W,2026-07-06,22
2025-03-31,STR003,SKU0057,LAG_4W,2025-03-03,15
2025-04-07,STR003,SKU0057,LAG_4W,2025-03-10,16
2025-04-14,STR003,SKU0057,LAG_4W,2025-03-17,14
2025-04-21,STR003,SKU0057,LAG_4W,2025-03-24,13
2025-04-28,STR003,SKU0057,LAG_4W,2025-03-31,17
2025-05-05,STR003,SKU0057,LAG_4W,2025-04-07,17
2025-05-12,STR003,SKU0057,LAG_4W,2025-04-14,16
2025-05-19,STR003,SKU0057,LAG_4W,2025-04-21,13
2025-05-26,STR003,SKU0057,LAG_4W,2025-04-28,15
2025-06-02,STR003,SKU0057,LAG_4W,2025-05-05,15
2025-06-09,STR003,SKU0057,LAG_4W,2025-05-12,13
2025-06-16,STR003,SKU0057,LAG_4W,2025-05-19,14
2025-06-23,STR003,SKU0057,LAG_4W,2025-05-26,13
2025-06-30,STR003,SKU0057,LAG_4W,2025-06-02,17
2025-07-07,STR003,SKU0057,LAG_4W,2025-06-09,13
2025-07-14,STR003,SKU0057,LAG_4W,2025-06-16,16
2025-07-21,STR003,SKU0057,LAG_4W,2025-06-23,18
2025-07-28,STR003,SKU0057,LAG_4W,2025-06-30,14
2025-08-04,STR003,SKU0057,LAG_4W,2025-07-07,18
2025-08-11,STR003,SKU0057,LAG_4W,2025-07-14,13
2025-08-18,STR003,SKU0057,LAG_4W,2025-07-21,13
2025-08-25,STR003,SKU0057,LAG_4W,2025-07-28,15
2025-09-01,STR003,SKU0057,LAG_4W,2025-08-04,18
2025-09-08,STR003,SKU0057,LAG_4W,2025-08-11,16
2025-09-15,STR003,SKU0057,LAG_4W,2025-08-18,26
2025-09-22,STR003,SKU0057,LAG_4W,2025-08-25,28
2025-09-29,STR003,SKU0057,LAG_4W,2025-09-01,14
2025-10-06,STR003,SKU0057,LAG_4W,2025-09-08,16
2025-10-13,STR003,SKU0057,LAG_4W,2025-09-15,18
2025-10-20,STR003,SKU0057,LAG_4W,2025-09-22,17
2025-10-27,STR003,SKU0057,LAG_4W,2025-09-29,16
2025-11-03,STR003,SKU0057,LAG_4W,2025-10-06,15
