week_start,store_id,product_id,promotion_id,units_sold,gross_sales,discount_value,net_sales,cost_of_goods,returns_units
2026-01-05,STR001,SKU0096,,3,119.82,0.00,119.82,62.22,0
2026-01-12,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-01-19,STR001,SKU0096,,10,399.40,0.00,399.40,207.40,0
2026-01-26,STR001,SKU0096,,6,239.64,0.00,239.64,124.44,0
2026-02-02,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-02-09,STR001,SKU0096,PRM006,12,479.28,134.16,345.12,248.88,0
2026-02-16,STR001,SKU0096,PRM006,13,519.22,145.34,373.88,269.62,0
2026-02-23,STR001,SKU0096,,9,359.46,0.00,359.46,186.66,0
2026-03-02,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-03-09,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-03-16,STR001,SKU0096,,10,399.40,0.00,399.40,207.40,0
2026-03-23,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-03-30,STR001,SKU0096,,12,479.28,0.00,479.28,248.88,0
2026-04-06,STR001,SKU0096,,6,239.64,0.00,239.64,124.44,0
2026-04-13,STR001,SKU0096,,10,399.40,0.00,399.40,207.40,0
2026-04-20,STR001,SKU0096,,9,359.46,0.00,359.46,186.66,0
2026-04-27,STR001,SKU0096,,5,199.70,0.00,199.70,103.70,0
2026-05-04,STR001,SKU0096,,6,239.64,0.00,239.64,124.44,0
2026-05-11,STR001,SKU0096,,10,399.40,0.00,399.40,207.40,0
2026-05-18,STR001,SKU0096,,14,559.16,0.00,559.16,290.36,0
2026-05-25,STR001,SKU0096,,7,279.58,0.00,279.58,145.18,0
2026-06-01,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-06-08,STR001,SKU0096,,3,119.82,0.00,119.82,62.22,0
2026-06-15,STR001,SKU0096,,6,239.64,0.00,239.64,124.44,0
2026-06-22,STR001,SKU0096,,2,79.88,0.00,79.88,41.48,0
2026-06-29,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-07-06,STR001,SKU0096,,9,359.46,0.00,359.46,186.66,0
2026-07-13,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2026-07-20,STR001,SKU0096,,9,359.46,0.00,359.46,186.66,0
2026-07-27,STR001,SKU0096,,9,359.46,0.00,359.46,186.66,0
2026-08-03,STR001,SKU0096,,8,319.52,0.00,319.52,165.92,0
2025-03-03,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-03-10,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-03-17,STR002,SKU0002,,9,136.17,0.00,136.17,85.50,0
2025-03-24,STR002,SKU0002,,1,15.13,0.00,15.13,9.50,0
2025-03-31,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2025-04-07,STR002,SKU0002,,9,136.17,0.00,136.17,85.50,0
2025-04-14,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-04-21,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2025-04-28,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-05-05,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-05-12,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2025-05-19,STR002,SKU0002,,1,15.13,0.00,15.13,9.50,0
2025-05-26,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-06-02,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-06-09,STR002,SKU0002,,1,15.13,0.00,15.13,9.50,0
2025-06-16,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-06-23,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2025-06-30,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2025-07-07,STR002,SKU0002,,4,60.52,0.00,60.52,38.00,0
2025-07-14,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-07-21,STR002,SKU0002,,11,166.43,0.00,166.43,104.50,0
2025-07-28,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-08-04,STR002,SKU0002,,9,136.17,0.00,136.17,85.50,0
2025-08-11,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-08-18,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-08-25,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-09-01,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-09-08,STR002,SKU0002,,13,196.69,0.00,196.69,123.50,0
2025-09-15,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-09-22,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-09-29,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2025-10-06,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2025-10-13,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-10-20,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-10-27,STR002,SKU0002,,13,196.69,0.00,196.69,123.50,0
2025-11-03,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-11-10,STR002,SKU0002,,11,166.43,0.00,166.43,104.50,0
2025-11-17,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2025-11-24,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2025-12-01,STR002,SKU0002,,11,166.43,0.00,166.43,104.50,0
2025-12-08,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2025-12-15,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2025-12-22,STR002,SKU0002,,15,226.95,0.00,226.95,142.50,0
2025-12-29,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2026-01-05,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-01-12,STR002,SKU0002,,16,242.08,0.00,242.08,152.00,0
2026-01-19,STR002,SKU0002,,2,30.26,0.00,30.26,19.00,0
2026-01-26,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-02-02,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-02-09,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-02-16,STR002,SKU0002,,11,166.43,0.00,166.43,104.50,0
2026-02-23,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2026-03-02,STR002,SKU0002,,12,181.56,0.00,181.56,114.00,0
2026-03-09,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2026-03-16,STR002,SKU0002,,13,196.69,0.00,196.69,123.50,0
2026-03-23,STR002,SKU0002,,11,166.43,0.00,166.43,104.50,0
2026-03-30,STR002,SKU0002,,8,121.04,0.00,121.04,76.00,0
2026-04-06,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-04-13,STR002,SKU0002,,9,136.17,0.00,136.17,85.50,0
2026-04-20,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-04-27,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-05-04,STR002,SKU0002,,3,45.39,0.00,45.39,28.50,0
2026-05-11,STR002,SKU0002,,4,60.52,0.00,60.52,38.00,0
2026-05-18,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-05-25,STR002,SKU0002,,14,211.82,0.00,211.82,133.00,0
2026-06-01,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2026-06-08,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-06-15,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-06-22,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2026-06-29,STR002,SKU0002,,7,105.91,0.00,105.91,66.50,0
2026-07-06,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2026-07-13,STR002,SKU0002,,10,151.30,0.00,151.30,95.00,0
2026-07-20,STR002,SKU0002,,12,181.56,0.00,181.56,114.00,0
2026-07-27,STR002,SKU0002,,5,75.65,0.00,75.65,47.50,0
2026-08-03,STR002,SKU0002,,6,90.78,0.00,90.78,57.00,0
2025-02-24,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-03-03,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2025-03-10,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2025-03-17,STR002,SKU0003,,0,0.00,0.00,0.00,0.00,0
2025-03-24,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-03-31,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2025-04-07,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-04-14,STR002,SKU0003,,13,573.95,0.00,573.95,261.04,0
2025-04-21,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-04-28,STR002,SKU0003,,5,220.75,0.00,220.75,100.40,0
2025-05-05,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-05-12,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-05-19,STR002,SKU0003,,5,220.75,0.00,220.75,100.40,0
2025-05-26,STR002,SKU0003,,3,132.45,0.00,132.45,60.24,0
2025-06-02,STR002,SKU0003,,12,529.80,0.00,529.80,240.96,0
2025-06-09,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-06-16,STR002,SKU0003,,12,529.80,0.00,529.80,240.96,0
2025-06-23,STR002,SKU0003,,12,529.80,0.00,529.80,240.96,0
2025-06-30,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2025-07-07,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2025-07-14,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-07-21,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2025-07-28,STR002,SKU0003,,3,132.45,0.00,132.45,60.24,0
2025-08-04,STR002,SKU0003,,13,573.95,0.00,573.95,261.04,0
2025-08-11,STR002,SKU0003,,12,529.80,0.00,529.80,240.96,0
2025-08-18,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-08-25,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2025-09-01,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-09-08,STR002,SKU0003,,3,132.45,0.00,132.45,60.24,0
2025-09-15,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-09-22,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-09-29,STR002,SKU0003,,2,88.30,0.00,88.30,40.16,0
2025-10-06,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-10-13,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-10-20,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-10-27,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-11-03,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2025-11-10,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2025-11-17,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2025-11-24,STR002,SKU0003,,13,573.95,0.00,573.95,261.04,0
2025-12-01,STR002,SKU0003,,5,220.75,0.00,220.75,100.40,0
2025-12-08,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-12-15,STR002,SKU0003,,4,176.60,0.00,176.60,80.32,0
2025-12-22,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2025-12-29,STR002,SKU0003,,14,618.10,0.00,618.10,281.12,0
2026-01-05,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2026-01-12,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2026-01-19,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2026-01-26,STR002,SKU0003,,10,441.50,0.00,441.50,200.80,0
2026-02-02,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2026-02-09,STR002,SKU0003,,4,176.60,0.00,176.60,80.32,0
2026-02-16,STR002,SKU0003,,5,220.75,0.00,220.75,100.40,0
2026-02-23,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2026-03-02,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2026-03-09,STR002,SKU0003,,4,176.60,0.00,176.60,80.32,0
2026-03-16,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2026-03-23,STR002,SKU0003,,13,573.95,0.00,573.95,261.04,0
2026-03-30,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2026-04-06,STR002,SKU0003,,12,529.80,0.00,529.80,240.96,0
2026-04-13,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2026-04-20,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2026-04-27,STR002,SKU0003,,2,88.30,0.00,88.30,40.16,0
2026-05-04,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2026-05-11,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2026-05-18,STR002,SKU0003,,4,176.60,0.00,176.60,80.32,0
2026-05-25,STR002,SKU0003,,14,618.10,0.00,618.10,281.12,0
2026-06-01,STR002,SKU0003,,4,176.60,0.00,176.60,80.32,0
2026-06-08,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2026-06-15,STR002,SKU0003,,8,353.20,0.00,353.20,160.64,0
2026-06-22,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2026-06-29,STR002,SKU0003,,7,309.05,0.00,309.05,140.56,0
2026-07-06,STR002,SKU0003,,14,618.10,0.00,618.10,281.12,0
2026-07-13,STR002,SKU0003,,9,397.35,0.00,397.35,180.72,0
2026-07-20,STR002,SKU0003,,11,485.65,0.00,485.65,220.88,0
2026-07-27,STR002,SKU0003,,14,618.10,0.00,618.10,281.12,0
2026-08-03,STR002,SKU0003,,6,264.90,0.00,264.90,120.48,0
2025-02-24,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-03-03,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2025-03-10,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-03-17,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2025-03-24,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-03-31,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2025-04-07,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-04-14,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-04-21,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-04-28,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2025-05-05,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-05-12,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2025-05-19,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-05-26,STR002,SKU0004,,8,220.24,0.00,220.24,143.76,0
2025-06-02,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-06-09,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2025-06-16,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-06-23,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-06-30,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-07-07,STR002,SKU0004,,0,0.00,0.00,0.00,0.00,0
2025-07-14,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-07-21,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-07-28,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-08-04,STR002,SKU0004,,12,330.36,0.00,330.36,215.64,0
2025-08-11,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-08-18,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-08-25,STR002,SKU0004,PRM030,8,220.24,61.68,158.56,143.76,0
2025-09-01,STR002,SKU0004,PRM030,7,192.71,53.97,138.74,125.79,0
2025-09-08,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2025-09-15,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-09-22,STR002,SKU0004,,8,220.24,0.00,220.24,143.76,0
2025-09-29,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2025-10-06,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-10-13,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-10-20,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-10-27,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-11-03,STR002,SKU0004,,1,27.53,0.00,27.53,17.97,0
2025-11-10,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-11-17,STR002,SKU0004,,1,27.53,0.00,27.53,17.97,0
2025-11-24,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-12-01,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-12-08,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2025-12-15,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-12-22,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2025-12-29,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-01-05,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-01-12,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2026-01-19,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-01-26,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2026-02-02,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-02-09,STR002,SKU0004,,9,247.77,0.00,247.77,161.73,0
2026-02-16,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2026-02-23,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-03-02,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-03-09,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2026-03-16,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-03-23,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2026-03-30,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-04-06,STR002,SKU0004,,9,247.77,0.00,247.77,161.73,0
2026-04-13,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-04-20,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-04-27,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2026-05-04,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-05-11,STR002,SKU0004,,8,220.24,0.00,220.24,143.76,0
2026-05-18,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-05-25,STR002,SKU0004,,7,192.71,0.00,192.71,125.79,0
2026-06-01,STR002,SKU0004,,8,220.24,0.00,220.24,143.76,0
2026-06-08,STR002,SKU0004,,5,137.65,0.00,137.65,89.85,0
2026-06-15,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-06-22,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2026-06-29,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-07-06,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-07-13,STR002,SKU0004,,4,110.12,0.00,110.12,71.88,0
2026-07-20,STR002,SKU0004,,3,82.59,0.00,82.59,53.91,0
2026-07-27,STR002,SKU0004,,2,55.06,0.00,55.06,35.94,0
2026-08-03,STR002,SKU0004,,6,165.18,0.00,165.18,107.82,0
2025-06-09,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2025-06-16,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-06-23,STR002,SKU0006,,15,522.45,0.00,522.45,258.75,0
2025-06-30,STR002,SKU0006,,11,383.13,0.00,383.13,189.75,0
2025-07-07,STR002,SKU0006,,9,313.47,0.00,313.47,155.25,0
2025-07-14,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2025-07-21,STR002,SKU0006,,4,139.32,0.00,139.32,69.00,0
2025-07-28,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2025-08-04,STR002,SKU0006,,3,104.49,0.00,104.49,51.75,0
2025-08-11,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-08-18,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2025-08-25,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2025-09-01,STR002,SKU0006,,4,139.32,0.00,139.32,69.00,0
2025-09-08,STR002,SKU0006,,3,104.49,0.00,104.49,51.75,0
2025-09-15,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2025-09-22,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2025-09-29,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-10-06,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2025-10-13,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2025-10-20,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2025-10-27,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2025-11-03,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-11-10,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2025-11-17,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2025-11-24,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-12-01,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2025-12-08,STR002,SKU0006,,11,383.13,0.00,383.13,189.75,0
2025-12-15,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2025-12-22,STR002,SKU0006,,11,383.13,0.00,383.13,189.75,0
2025-12-29,STR002,SKU0006,,9,313.47,0.00,313.47,155.25,0
2026-01-05,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-01-12,STR002,SKU0006,,15,522.45,0.00,522.45,258.75,0
2026-01-19,STR002,SKU0006,,12,417.96,0.00,417.96,207.00,0
2026-01-26,STR002,SKU0006,PRM024,15,522.45,94.05,428.40,258.75,0
2026-02-02,STR002,SKU0006,PRM024,15,522.45,94.05,428.40,258.75,0
2026-02-09,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-02-16,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-02-23,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2026-03-02,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2026-03-09,STR002,SKU0006,,9,313.47,0.00,313.47,155.25,0
2026-03-16,STR002,SKU0006,,11,383.13,0.00,383.13,189.75,0
2026-03-23,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2026-03-30,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-04-06,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2026-04-13,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2026-04-20,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2026-04-27,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-05-04,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2026-05-11,STR002,SKU0006,,1,34.83,0.00,34.83,17.25,0
2026-05-18,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-05-25,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-06-01,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-06-08,STR002,SKU0006,,5,174.15,0.00,174.15,86.25,0
2026-06-15,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-06-22,STR002,SKU0006,,7,243.81,0.00,243.81,120.75,0
2026-06-29,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-07-06,STR002,SKU0006,,10,348.30,0.00,348.30,172.50,0
2026-07-13,STR002,SKU0006,,8,278.64,0.00,278.64,138.00,0
2026-07-20,STR002,SKU0006,,6,208.98,0.00,208.98,103.50,0
2026-07-27,STR002,SKU0006,,3,104.49,0.00,104.49,51.75,0
2026-08-03,STR002,SKU0006,,13,452.79,0.00,452.79,224.25,0
2025-04-07,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-04-14,STR002,SKU0007,,11,272.25,0.00,272.25,151.58,0
2025-04-21,STR002,SKU0007,,4,99.00,0.00,99.00,55.12,0
2025-04-28,STR002,SKU0007,,6,148.50,0.00,148.50,82.68,0
2025-05-05,STR002,SKU0007,,7,173.25,0.00,173.25,96.46,0
2025-05-12,STR002,SKU0007,,4,99.00,0.00,99.00,55.12,0
2025-05-19,STR002,SKU0007,,10,247.50,0.00,247.50,137.80,0
2025-05-26,STR002,SKU0007,,5,123.75,0.00,123.75,68.90,0
2025-06-02,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-06-09,STR002,SKU0007,,9,222.75,0.00,222.75,124.02,0
2025-06-16,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-06-23,STR002,SKU0007,,13,321.75,0.00,321.75,179.14,0
2025-06-30,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-07-07,STR002,SKU0007,,11,272.25,0.00,272.25,151.58,0
2025-07-14,STR002,SKU0007,,13,321.75,0.00,321.75,179.14,0
2025-07-21,STR002,SKU0007,,5,123.75,0.00,123.75,68.90,0
2025-07-28,STR002,SKU0007,,15,371.25,0.00,371.25,206.70,0
2025-08-04,STR002,SKU0007,,16,396.00,0.00,396.00,220.48,0
2025-08-11,STR002,SKU0007,,18,445.50,0.00,445.50,248.04,0
2025-08-18,STR002,SKU0007,,9,222.75,0.00,222.75,124.02,0
2025-08-25,STR002,SKU0007,,12,297.00,0.00,297.00,165.36,0
2025-09-01,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-09-08,STR002,SKU0007,,3,74.25,0.00,74.25,41.34,0
2025-09-15,STR002,SKU0007,,4,99.00,0.00,99.00,55.12,0
2025-09-22,STR002,SKU0007,,10,247.50,0.00,247.50,137.80,0
2025-09-29,STR002,SKU0007,,7,173.25,0.00,173.25,96.46,0
2025-10-06,STR002,SKU0007,,5,123.75,0.00,123.75,68.90,0
2025-10-13,STR002,SKU0007,,12,297.00,0.00,297.00,165.36,0
2025-10-20,STR002,SKU0007,,7,173.25,0.00,173.25,96.46,0
2025-10-27,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-11-03,STR002,SKU0007,,11,272.25,0.00,272.25,151.58,0
2025-11-10,STR002,SKU0007,,5,123.75,0.00,123.75,68.90,0
2025-11-17,STR002,SKU0007,,9,222.75,0.00,222.75,124.02,0
2025-11-24,STR002,SKU0007,,10,247.50,0.00,247.50,137.80,0
2025-12-01,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2025-12-08,STR002,SKU0007,,5,123.75,0.00,123.75,68.90,0
2025-12-15,STR002,SKU0007,,9,222.75,0.00,222.75,124.02,0
2025-12-22,STR002,SKU0007,,1,24.75,0.00,24.75,13.78,0
2025-12-29,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2026-01-05,STR002,SKU0007,,13,321.75,0.00,321.75,179.14,0
2026-01-12,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2026-01-19,STR002,SKU0007,PRM033,16,396.00,91.04,304.96,220.48,0
2026-01-26,STR002,SKU0007,PRM033,13,321.75,73.97,247.78,179.14,0
2026-02-02,STR002,SKU0007,,8,198.00,0.00,198.00,110.24,0
2026-02-09,STR002,SKU0007,PRM006,10,247.50,69.30,178.20,137.80,0
2026-02-16,STR002,SKU0007,PRM006,11,272.25,76.23,196.02,151.58,0
2026-02-23,STR002,SKU0007,,11,272.25,0.00,272.25,151.58,0
